First Name,Last Name,Network Provider,Total Data (GB),Age
Lauren,Rollins,Verizon,4.587512781,61
Brenda,Bryant,Sprint,4.465166643,82
Andre,Hamilton,T-Mobile,0.808951179,95
Scott,Schwartz,AT&T,0.182243106,89
Eric,Cunningham,AT&T,2.265916182,95
Bailey,Rivera,AT&T,1.470736646,99
Michael,Bennett,AT&T,4.514542374,72
Deborah,Smith,AT&T,3.068014046,23
Gabriel,Davis,AT&T,4.264322528,52
Brian,Curry,Sprint,1.21317698,27
Tamara,Lee,T-Mobile,3.767939964,76
Rachel,Chung,Sprint,3.079883439,38
Misty,Alvarado,Sprint,2.305060487,36
Lauren,Smith,T-Mobile,3.128313158,77
Alicia,Hernandez,Sprint,3.844140247,84
William,Malone,Verizon,4.417127594,95
Timothy,Schultz,Sprint,0.432081431,31
Maureen,Dunn,AT&T,4.52805007,58
Miguel,Davidson,Verizon,5.306262553,69
Christopher,Ortega,Verizon,3.634584883,66
Joseph,Wade,T-Mobile,4.421351981,93
Joshua,Dean,Sprint,1.59057523,20
Nathan,Morris,Sprint,2.922255908,40
Michael,Briggs,Verizon,3.779365056,88
Dominique,Montes,Sprint,3.802816486,26
David,Knapp,Sprint,2.110514642,19
Craig,Williams,T-Mobile,4.758202791,24
Anthony,Jones,Verizon,2.749297963,42
Thomas,Park,AT&T,5.351228375,39
Kathryn,Gillespie,Verizon,3.568365401,84
Nathan,Hart,T-Mobile,4.213786101,30
Adriana,Phillips,T-Mobile,3.813224354,55
Nicole,Dickerson,T-Mobile,3.455253821,46
Kendra,Becker,Sprint,0.727122195,69
Miss,DDS,Verizon,0.670751142,40
Kimberly,Thompson,Sprint,3.7176315,66
Lisa,Gordon,Sprint,4.566572733,79
Leslie,Evans,Verizon,2.995796972,48
Jennifer,Beasley,T-Mobile,1.284838518,70
David,Haney,AT&T,2.424089626,35
Natalie,Holmes,AT&T,3.700545509,55
Carol,Drake,Verizon,3.870690226,20
Amanda,Sheppard,Verizon,5.00357713,96
Christopher,Jackson,T-Mobile,2.821796815,64
Patricia,Scott,Verizon,2.318046048,18
Amy,Johnson,Verizon,3.116371233,100
Chad,Young,T-Mobile,4.430636685,21
Lisa,Stewart,T-Mobile,3.006698596,70
Patrick,Williams,Sprint,1.640427827,56
Johnathan,Boyd,Verizon,1.729351113,95
Amanda,Gonzales,AT&T,4.358795607,71
Shawn,Richards,Verizon,0.885687928,60
Katie,MD,AT&T,2.180507582,40
Justin,DDS,AT&T,1.088810384,53
Glenn,Booker,AT&T,5.413537011,43
Donna,Santos,Sprint,0.905471779,38
Megan,Harmon,T-Mobile,3.817129169,82
Joshua,Santiago,T-Mobile,4.051502945,95
Susan,Ware,Sprint,3.612498392,92
Laura,Garcia,T-Mobile,4.357594935,51
Elizabeth,Diaz,Sprint,2.643070973,36
Christine,Pineda,Verizon,2.346159948,69
Laura,Nguyen,Sprint,2.176901034,41
Christine,Ford,T-Mobile,3.789478988,82
Julie,Jackson,T-Mobile,4.927588969,77
Mary,Roberts,Verizon,5.160300503,77
Carrie,Brown,Sprint,4.188679603,68
Rachel,Watkins,Verizon,4.622894732,83
Renee,Hudson,AT&T,5.037781566,59
Jeremy,Garrett,Sprint,4.007302105,37
Kayla,Knight,Verizon,2.612266951,86
Daniel,Eaton,Verizon,3.168839748,25
Nathaniel,Reed,T-Mobile,5.150832055,86
Michael,Aguilar,Sprint,3.471216763,40
Michele,Wall,AT&T,4.554042885,97
Kevin,Taylor,AT&T,1.42709891,73
Jeremy,Riddle,Sprint,1.288583548,28
Christine,Baldwin,Sprint,2.527013575,77
Deborah,Perez,Verizon,1.727117477,67
Jordan,Hess,T-Mobile,4.461450654,85
Richard,Brown,T-Mobile,1.338543431,88
Timothy,Thomas,T-Mobile,3.27692614,65
Anthony,Chavez,Sprint,1.165466654,88
Lauren,Lawrence,T-Mobile,1.658971055,50
Jason,Bullock,Verizon,1.874352357,97
Pamela,Kirby,Sprint,5.177600651,25
Hailey,Luna,Sprint,4.090084504,99
Tyler,Taylor,T-Mobile,4.04934867,100
Peter,Cunningham,AT&T,4.687705629,44
John,Green,AT&T,5.353231524,74
Ms.,MD,Verizon,2.426352956,26
Kenneth,Mills,T-Mobile,1.730670006,49
Paul,Tucker,T-Mobile,1.825586025,30
James,Woodward,Sprint,0.506776917,73
Danielle,Powers,Sprint,2.036079694,45
Adam,Walter,T-Mobile,1.930421945,89
Amanda,Miller,Sprint,1.13637998,71
Sheena,Cunningham,T-Mobile,4.861046784,91
Natasha,Lopez,Verizon,4.631751226,68
Mark,Trujillo,Sprint,1.694606565,74
Jason,Schmidt,T-Mobile,4.485939346,44
Sheila,Williams,Sprint,3.92917119,46
Michele,Thomas,Verizon,2.635252609,86
Dwayne,Romero,Sprint,3.967222582,23
Erin,Baker,T-Mobile,1.493788428,72
Michael,West,Sprint,0.968696481,32
Christine,Ballard,Sprint,2.921344969,26
Louis,Jordan,T-Mobile,2.200699387,28
Carolyn,Carlson,AT&T,1.620157609,26
Kenneth,Rogers,Sprint,2.440136935,100
Billy,Bryant,Sprint,5.206545802,91
Anne,Daniel,Verizon,4.523993085,78
Christopher,Gonzalez,AT&T,3.860006237,23
Christopher,Davis,Verizon,3.966321991,61
Elizabeth,Gray,T-Mobile,3.658551019,80
Omar,Jones,T-Mobile,0.218945083,46
Jennifer,Hunt,Verizon,4.571933261,68
Joseph,Murphy,Sprint,4.866808257,90
Lori,Holland,AT&T,2.194861583,40
Thomas,Long,Verizon,3.433118586,56
Gina,Lyons,Verizon,3.372555582,70
Robin,Walton,T-Mobile,1.490400195,72
Dr.,Howe,Sprint,1.808101065,18
Vanessa,Martin,AT&T,0.465192215,69
Ashley,Shelton,Verizon,4.657680679,63
Ms.,West,AT&T,0.242568542,31
Brandi,Valencia,AT&T,2.512699216,91
Michelle,Johnson,Verizon,1.035395892,31
Jennifer,Mullins,AT&T,4.542852674,99
Paul,Mason,T-Mobile,5.18406471,28
Nathaniel,Spence,Sprint,3.424814261,34
John,Barajas,Sprint,0.749945431,76
Sandra,Campbell,Sprint,3.264661929,58
Jonathan,Johnson,T-Mobile,4.576838146,38
Gary,Reed,T-Mobile,3.574447147,91
Donald,Casey,T-Mobile,4.56846983,39
Maria,DDS,Sprint,1.818191999,23
David,Vazquez,AT&T,0.695309838,41
Austin,Bowman,T-Mobile,1.292844882,49
Joseph,Drake,Verizon,5.452108542,39
James,Jackson,T-Mobile,3.483302488,76
Lance,Wilson,Verizon,4.200935223,84
Edward,Anderson,Sprint,4.887973607,95
Darrell,Barber,Verizon,4.791108045,91
Amanda,Smith,T-Mobile,1.247792736,98
Amber,Oliver,T-Mobile,0.376634739,79
Margaret,Gallegos,AT&T,4.663004869,74
Katie,Cooley,Sprint,5.080310363,56
Kimberly,Thompson,Verizon,3.046070566,48
Michael,Wong,Sprint,4.947864331,54
Nathaniel,Williams,T-Mobile,1.619941383,37
Jessica,Stein,AT&T,0.632876415,50
Regina,Smith,T-Mobile,2.508409265,93
Stephanie,Boyle,T-Mobile,4.067421922,72
Casey,Chen,T-Mobile,3.564536895,63
Sergio,Adams,Verizon,3.145367142,51
Gabriella,Lee,T-Mobile,0.620575184,95
Robert,Arias,Sprint,1.942043735,26
Michael,Dudley,Sprint,5.137100618,56
Corey,Lamb,AT&T,1.40456152,91
James,Reid,Sprint,3.812475113,98
Alexander,Garcia,T-Mobile,3.880959983,21
Gabriel,Hood,T-Mobile,3.869919506,27
Jorge,Maldonado,Sprint,4.842486109,27
Matthew,Thomas,AT&T,2.152728,74
Annette,Anthony,AT&T,4.082206398,58
Morgan,Bowen,Sprint,1.210128501,84
Tammy,Silva,Verizon,2.952071017,31
Christina,Wilkerson,Verizon,2.597049012,76
Raymond,Morris,Verizon,1.859648757,98
Andrew,Tucker,Verizon,5.123737502,36
Jeremiah,Wade,Sprint,3.832119221,99
Melinda,Henderson,AT&T,1.750031938,74
Beverly,Maxwell,T-Mobile,1.255810976,69
Amy,Harris,T-Mobile,2.274212531,66
Oscar,Russell,Sprint,3.443459684,92
Kenneth,Bradford,T-Mobile,4.112588713,85
Kayla,Griffin,Verizon,2.852888533,98
Carla,Campos,AT&T,0.754480645,92
Jessica,Barnett,Sprint,2.171800328,47
Beverly,Strickland,AT&T,2.401136723,89
Jamie,Herrera,Sprint,3.182811322,56
Todd,Johnson,Sprint,1.534124375,77
Louis,Benjamin,Sprint,1.237948583,75
Jessica,Mcneil,Sprint,2.244546634,37
Lawrence,Jordan,AT&T,3.799074422,39
Melissa,Butler,T-Mobile,2.548512417,45
Cynthia,Spencer,Sprint,4.552719838,48
Jeffrey,Lawson,Verizon,4.333329497,50
Andrew,Kerr,Sprint,3.422390465,35
Ronnie,Raymond,AT&T,1.088381213,28
Christopher,Roberts,Sprint,0.619735846,23
Michael,West,Verizon,2.552980575,35
Sharon,West,AT&T,0.439977291,57
James,Harris,Sprint,2.739407796,32
Eric,Williams,Verizon,0.736950984,87
Joe,Cline,AT&T,1.209752219,38
Carmen,Cummings,Sprint,0.958211781,69
Stephanie,Levy,Verizon,4.621650654,41
Craig,Lee,AT&T,2.08610985,98
Jocelyn,MD,Sprint,0.659934633,29
Tracy,Bell,AT&T,1.440376934,22
Rebecca,Blankenship,Verizon,4.064007527,70
Christopher,Parker,Sprint,3.837552699,49
Shane,Martin,Sprint,0.705355645,39
Stephanie,Murphy,Sprint,4.234949979,87
Evan,MD,Verizon,1.888128013,29
Rebecca,Reed,T-Mobile,4.275676063,29
Mark,Morris,Sprint,3.911116792,71
Joel,Curry,Verizon,4.042435363,84
Mrs.,Thornton,AT&T,3.595492488,21
Mark,Brock,AT&T,0.797391173,27
Austin,Rice,Verizon,2.914483983,24
Kristie,Oliver,T-Mobile,1.610469615,75
Haley,Montoya,Verizon,5.275071173,70
Joseph,Evans,AT&T,1.714239748,87
Charles,Robinson,AT&T,3.020392416,41
Lindsay,Anthony,Sprint,1.387204509,61
Timothy,Smith,T-Mobile,1.096504909,86
Jessica,Richard,Verizon,3.607144746,43
Barbara,Wiggins,AT&T,3.225217832,90
Jennifer,MD,AT&T,2.475115747,49
Alyssa,Lee,AT&T,1.146922148,43
Peter,Riley,Verizon,3.976758895,45
Karen,Vasquez,Verizon,0.550479046,28
Jessica,Finley,T-Mobile,2.461415623,56
Ryan,Golden,Sprint,3.774097003,77
Diane,Whitaker,Sprint,2.354742243,63
Sarah,Nash,Sprint,0.669901072,53
William,Briggs,AT&T,4.723399839,26
John,Jackson,Sprint,1.920388333,24
Patricia,Jones,AT&T,0.900103223,34
Brittany,Johnston,T-Mobile,2.977813522,55
Gloria,Ho,AT&T,0.470744561,19
Jim,Spence,T-Mobile,2.08390257,32
Vanessa,Wolf,T-Mobile,3.754236215,25
Christine,Davis,Sprint,4.521550298,98
Edwin,Moore,Sprint,3.202180256,69
Bradley,Miller,AT&T,1.396470525,56
Jessica,Garcia,Verizon,1.235811046,70
Cynthia,Matthews,Sprint,3.369051188,68
Christine,Jensen,Sprint,2.299471514,51
Nathaniel,Baker,Verizon,0.940677028,19
Joseph,Baker,Verizon,4.721170819,18
Crystal,Bryan,Sprint,1.883165877,96
Debra,Joseph,Verizon,1.815637267,53
Gina,Olson,AT&T,0.513007058,78
Brittney,Mcintosh,T-Mobile,3.97813652,96
Terry,Rodriguez,T-Mobile,1.999093466,99
Paula,Simpson,Sprint,2.11001816,43
Jenna,Brown,Sprint,1.889842273,50
Brittany,Cochran,AT&T,4.881801248,68
Alan,Smith,Verizon,3.411710116,57
Lisa,Roberts,Sprint,1.256819981,23
Angela,Obrien,T-Mobile,3.920705748,86
Cindy,Day,AT&T,1.431168339,77
Laurie,Sutton,AT&T,2.184529483,58
Andre,Bruce,Verizon,2.820750366,89
Nancy,Hall,Sprint,3.610380814,67
Gail,Sims,Sprint,0.622801211,37
Joseph,Garcia,AT&T,4.105633993,53
Stephen,Gonzales,T-Mobile,3.219619429,58
Christina,Thomas,Sprint,5.269718177,28
Steven,Weeks,T-Mobile,3.757628125,75
Jason,Garcia,AT&T,5.110720848,71
Colleen,Carey,Sprint,2.483237297,38
Joseph,Mccullough,T-Mobile,0.927225162,55
Melissa,Miller,AT&T,4.387690799,45
Rita,Martinez,T-Mobile,3.982950895,46
Renee,Smith,Sprint,4.724385462,98
Laura,Horton,Verizon,1.590546601,47
Eric,Ashley,T-Mobile,3.445226449,77
Nicholas,Cook,Verizon,4.787044291,89
Lindsay,Torres,Sprint,5.111880232,90
Jacob,Mccoy,Verizon,0.56741604,27
Karen,Johnson,AT&T,4.085550212,18
Diana,Anderson,Verizon,3.79245148,63
Brittney,Moore,T-Mobile,1.141056442,44
Nicole,Castro,T-Mobile,4.644718345,91
Hannah,Pitts,Verizon,2.227062637,69
Kenneth,Perry,AT&T,3.48090795,52
Charlene,Cruz,Sprint,4.440200075,67
Sarah,Norris,Verizon,1.388657801,79
Mr.,Jones,T-Mobile,4.734238587,90
Virginia,Ramirez,T-Mobile,4.068363499,71
Robert,Hernandez,Verizon,4.361641231,41
Anthony,Ayers,Verizon,2.6000959,31
Kendra,Johnson,Verizon,0.420148941,22
Dr.,Bowman,Sprint,3.686843422,97
Richard,Terrell,T-Mobile,2.584645796,77
Katie,French,T-Mobile,2.249931475,73
Charles,Hicks,T-Mobile,2.867065204,68
Chelsea,Johnson,Sprint,2.91650332,28
Julie,Baker,AT&T,4.114414933,32
Anthony,Ferguson,T-Mobile,3.796997083,31
Marcus,Wolfe,T-Mobile,4.249724056,31
Jessica,Owen,AT&T,3.398582779,42
Ashley,Tran,Sprint,4.266625722,38
Jennifer,Ross,AT&T,1.139111542,49
Jose,Sanchez,AT&T,4.812168223,90
Raymond,Flores,AT&T,2.122195147,97
Jennifer,Harris,AT&T,2.825542727,55
David,Martinez,Sprint,2.766084077,86
Jessica,White,Sprint,2.727962273,42
Jeremy,Long,AT&T,1.904434531,48
Robert,Stephens,Verizon,1.688506376,97
Dorothy,Osborn,Verizon,1.048165426,49
Connie,Martinez,Verizon,2.871483047,72
Sheila,Savage,Verizon,1.299071508,77
Joseph,MD,T-Mobile,2.019793714,34
Melody,Kim,Sprint,1.321442117,82
Kevin,Jimenez,Sprint,0.648742015,57
Thomas,Evans,AT&T,4.655208921,26
Linda,Fisher,T-Mobile,4.27329247,58
Carrie,George,AT&T,4.714016396,50
Katrina,Russell,AT&T,3.7389863,38
Aaron,Robbins,Sprint,4.95319219,21
Paul,Fleming,T-Mobile,3.309981438,37
Erica,Bennett,Verizon,2.654849909,42
Scott,Henson,Sprint,2.690809973,96
Christian,Obrien,T-Mobile,1.956215284,93
Lucas,Todd,T-Mobile,3.415244308,100
Wanda,Bates,Sprint,5.324482374,88
Stephanie,Rasmussen,Sprint,4.531768636,68
Ian,Jacobs,AT&T,3.016395875,76
Christopher,Stein,AT&T,5.09131743,64
Joshua,Johnson,AT&T,4.928427242,64
Charles,Hodge,Verizon,2.700095058,76
Robert,Singleton,Sprint,4.489337117,77
David,Santiago,T-Mobile,0.552269849,50
Juan,Jones,Sprint,0.826479656,62
Jose,Stewart,T-Mobile,0.585841513,72
Lynn,Watson,Verizon,4.275561063,54
Kelly,Smith,Sprint,1.398495559,33
Michael,Norris,T-Mobile,0.429463181,77
Jessica,Andrews,T-Mobile,1.366054098,97
Kirk,Johnson,AT&T,1.770773324,86
Mr.,Davis,Verizon,2.756063065,42
Kimberly,Anderson,Sprint,0.56815918,72
Hayley,Gomez,AT&T,3.010324579,63
Ashley,Barber,Verizon,1.513931544,56
Troy,Wilson,AT&T,1.42046868,87
Heather,Espinoza,Sprint,4.819857936,35
Anna,Flores,T-Mobile,4.953363538,56
Shannon,Mccarty,Sprint,2.65672398,40
Donna,Taylor,Verizon,2.075362084,43
Daniel,Walker,Sprint,4.979319993,20
Kerry,Peterson,Verizon,3.179325113,59
Jeffrey,Weaver,AT&T,4.166073249,34
Lisa,Thomas,Verizon,2.344170531,94
Lisa,Marks,T-Mobile,1.087696708,84
Kyle,Bauer,T-Mobile,3.966406713,76
Curtis,Davis,T-Mobile,3.613254854,29
Sara,Mcdonald,AT&T,3.14329839,32
Devon,Miller,Verizon,1.745465722,45
Antonio,Yoder,AT&T,4.773397271,48
Shelly,James,Sprint,2.29784548,71
Sean,Payne,Sprint,3.873837557,63
Brian,Grant,Sprint,2.314534045,37
Donna,Chavez,Sprint,2.891117805,28
Christian,Gomez,T-Mobile,1.605912023,22
Tonya,Jones,Verizon,3.763571842,70
Natalie,Douglas,T-Mobile,1.292177404,86
Janet,Myers,Verizon,3.081845033,80
Tiffany,Good,Verizon,1.786588706,35
Stacy,Gonzalez,AT&T,4.730780364,39
Kevin,Rodriguez,Sprint,5.410670629,27
Kimberly,Montgomery,Verizon,3.813990633,26
Dawn,Jones,Sprint,5.559667109,65
Jonathan,Spence,Sprint,1.444708961,76
Charles,Simpson,Sprint,5.768844199,66
Julia,Douglas,T-Mobile,1.201595683,64
Christopher,Hawkins,Sprint,2.532891625,50
Jerome,Young,Verizon,1.554246819,97
Katelyn,Willis,T-Mobile,5.14409508,92
Joshua,Brooks,Sprint,3.3160243,79
Leslie,Houston,AT&T,3.281952845,80
Joshua,Dixon,Sprint,5.574288886,75
Ashley,Jarvis,Sprint,3.229255816,69
Katherine,Davis,T-Mobile,3.4374198,80
Cody,Rollins,Verizon,0.999480229,38
Mr.,III,Sprint,4.383162165,27
Joy,DVM,T-Mobile,4.985714256,96
Jerry,Dodson,T-Mobile,4.717687776,97
Cindy,Turner,Verizon,1.823558448,79
Amanda,Davis,T-Mobile,1.748052229,78
Kelly,Lynch,Verizon,2.499389519,84
Steven,Knight,AT&T,1.765355796,35
Alicia,Delgado,Sprint,2.200483527,52
Emily,DVM,T-Mobile,3.560776954,59
Jacob,Johnston,AT&T,4.30685682,77
Kyle,Nguyen,T-Mobile,5.010205028,19
Rhonda,Stevenson,T-Mobile,0.935694011,98
Tony,Griffith,AT&T,1.879250696,46
Tammy,Bray,T-Mobile,1.911843715,100
Christina,Nelson,T-Mobile,1.961421989,80
Adriana,Hernandez,AT&T,2.632575642,79
Adrian,Weaver,T-Mobile,2.37517136,88
Kevin,Morse,Verizon,5.106971656,30
Alejandra,King,T-Mobile,2.625465877,36
Marisa,Doyle,Sprint,3.57718796,90
Joseph,PhD,T-Mobile,4.468921782,74
Jonathan,Young,Sprint,4.1723086,90
Sherri,Wright,Sprint,3.569332687,40
Jason,Wolfe,T-Mobile,4.261223756,64
Paula,Davis,AT&T,3.795165314,48
Michael,Mcmillan,Verizon,4.757186852,50
Steven,Davis,Verizon,1.82935601,100
Grant,Humphrey,T-Mobile,0.831930075,98
Rachel,Gonzalez,AT&T,4.092854455,60
Kayla,Bray,AT&T,1.951074681,63
Matthew,Patel,Verizon,3.362350432,48
Leslie,Blake,AT&T,3.65188748,69
Michael,Bailey,T-Mobile,2.346223314,97
Brandi,Freeman,T-Mobile,2.740905031,59
Jennifer,Livingston,AT&T,4.741151633,56
Elizabeth,Thompson,T-Mobile,5.106899967,67
Sandra,Clark,Sprint,3.791824663,61
Linda,Morris,Verizon,4.553514427,43
Morgan,Massey,T-Mobile,5.016291963,77
Chase,Ruiz,AT&T,3.948686071,25
Amanda,Dorsey,Verizon,1.814039716,68
Shannon,Wong,T-Mobile,0.73091019,57
Jeremy,Zavala,Verizon,2.422349119,34
Thomas,Garcia,AT&T,0.616492638,31
Sarah,Monroe,Sprint,0.877049355,75
Randy,Brown,Sprint,4.702908303,55
Jeremy,Martinez,T-Mobile,3.90107304,69
Rebecca,Wilson,Sprint,4.315709398,76
Leah,Hutchinson,T-Mobile,3.897964841,82
Cynthia,Atkins,Verizon,2.292740593,33
Robin,Payne,T-Mobile,0.951692175,48
David,MD,T-Mobile,4.862672363,44
Jordan,Mccoy,T-Mobile,1.098895151,45
Christopher,Williams,Sprint,3.330128037,42
Mary,Simmons,T-Mobile,1.116401067,71
Donald,Hudson,AT&T,1.46953731,72
Dawn,Medina,T-Mobile,1.435633207,41
Sean,Chan,Verizon,2.879003658,91
Brooke,Robles,AT&T,4.816874984,54
Shelby,Jones,Verizon,3.26784762,74
Nicole,Nguyen,Verizon,3.691844654,49
Deborah,Lopez,Verizon,4.559302264,70
Michael,Luna,AT&T,3.893952032,18
William,Douglas,AT&T,4.819931188,35
Scott,Hernandez,Sprint,3.015659068,37
Mr.,DDS,AT&T,4.675983196,38
Christine,Graham,T-Mobile,3.845034989,47
David,Warren,Verizon,1.235633739,68
Cody,Zavala,Sprint,0.727540304,99
James,Williams,AT&T,1.300808108,37
Joseph,Elliott,Verizon,2.027036318,64
Mrs.,Daniel,AT&T,4.961121181,32
James,Williams,Sprint,4.038303935,35
Michael,Parker,AT&T,5.270799809,42
Douglas,Montgomery,AT&T,3.272330229,81
Nicole,Fleming,Verizon,4.039467511,85
Shelby,Gomez,T-Mobile,1.764249154,83
Olivia,Walker,AT&T,3.880684498,77
Daniel,King,Sprint,3.608573082,62
Michelle,Hernandez,AT&T,4.534221021,72
David,Rivera,AT&T,3.083694524,77
Kathleen,Williams,T-Mobile,4.148291447,99
Rebekah,Valencia,Verizon,1.379913898,49
Carolyn,Jackson,Sprint,4.243252542,81
Christopher,King,Verizon,4.244315793,80
Margaret,Cook,Verizon,2.992019933,71
Paige,Mathis,Verizon,1.460366389,65
Katherine,Garcia,AT&T,2.277413542,75
Corey,Richardson,T-Mobile,2.664181462,79
Elizabeth,Romero,AT&T,3.819810606,55
Kelsey,Kemp,Sprint,1.738287038,21
Maria,Lopez,T-Mobile,4.804227925,81
Lori,Ramirez,Verizon,1.923815189,75
Mary,Chapman,T-Mobile,0.99756118,59
Kayla,Hickman,Sprint,4.425430183,63
Joshua,Hanson,AT&T,3.442350307,63
John,Mendez,AT&T,4.769173105,85
Douglas,Solis,Verizon,2.698452859,64
Melanie,Miller,AT&T,0.38972174,72
Laura,Christensen,AT&T,1.194590488,18
Kaylee,Morris,Sprint,1.324295427,74
Laura,Evans,T-Mobile,4.673045636,35
Steven,Woodard,AT&T,2.44117704,96
Daniel,Gould,Sprint,5.352879437,41
Vickie,Orozco,Sprint,4.376414964,38
Katherine,Gillespie,Verizon,3.761089461,71
Francisco,Parker,Sprint,5.277008955,48
Nicole,Rojas,Verizon,2.053073606,55
Joseph,Vega,AT&T,1.167251244,70
Katherine,Kim,Verizon,4.377459624,96
Jasmine,Price,Sprint,2.066256393,26
Justin,Johnson,T-Mobile,5.140391889,85
Lisa,Allison,T-Mobile,5.240318737,64
Amy,Turner,AT&T,4.606997561,64
John,DDS,AT&T,4.631842638,86
Christopher,Scott,T-Mobile,3.545992552,23
Patrick,Hernandez,Verizon,3.807915273,64
Chad,Williams,AT&T,1.283784056,72
Katelyn,Turner,Sprint,4.271802545,22
Colleen,Maldonado,AT&T,1.940969365,77
Lori,Chambers,Verizon,4.310345104,40
Brittany,Miller,AT&T,5.663897802,24
Gene,Flowers,Sprint,1.373251237,41
Eduardo,Brown,Sprint,1.056888443,43
Emily,Cruz,Sprint,2.882901724,58
Tony,Thomas,Verizon,4.232568387,83
Brooke,Hicks,Verizon,3.918539973,30
Kristin,Mckenzie,Sprint,3.557360755,78
Vanessa,Delacruz,Sprint,4.713706954,47
Jordan,Hernandez,Verizon,1.269587221,28
Marco,Brown,Verizon,4.139430562,20
Jennifer,Christensen,Verizon,3.301274038,21
Andre,Pierce,T-Mobile,1.751147966,81
Jonathan,Wang,Verizon,2.260530297,27
Laura,Rios,Sprint,4.27910972,28
Miranda,Richardson,T-Mobile,5.058459928,53
David,Reeves,Verizon,4.131453438,88
Brittney,MD,Sprint,5.019767171,59
Donald,Benson,AT&T,0.828063766,57
Angela,Kelly,T-Mobile,4.967796544,85
Erin,Blackburn,Sprint,0.521489479,60
Allen,Mercer,AT&T,3.177928197,31
Brian,Perez,Sprint,1.786666388,80
Debbie,Kennedy,Verizon,4.715267207,79
Lisa,Guzman,Verizon,1.706026953,78
Samantha,Hall,AT&T,0.959139826,81
Larry,Wilson,Verizon,2.547137726,68
Michael,Brown,Sprint,0.688671131,94
Jessica,Vincent,AT&T,2.424088935,46
Marie,Thomas,Sprint,3.514285217,100
Clinton,Hughes,Sprint,1.897555994,42
Matthew,Cherry,Sprint,2.029016043,19
Cassandra,Olson,Verizon,0.89595059,76
Francisco,Morales,Verizon,1.085671838,79
Laura,Duncan,Sprint,2.683444326,94
Martin,Richardson,T-Mobile,3.487668527,22
Morgan,Walker,Sprint,2.251585728,93
Emily,Torres,Sprint,0.665316592,46
Michael,Watts,AT&T,3.557498724,23
Daniel,Williams,Sprint,3.534009339,90
Carl,Green,Verizon,2.469187325,82
Jacob,Williams,AT&T,2.267868111,23
Nancy,Lowe,T-Mobile,1.445960504,64
Ashley,Gardner,AT&T,1.558376498,34
Ryan,Diaz,T-Mobile,2.547358228,83
Jennifer,Evans,AT&T,1.081364634,90
Melissa,Miller,AT&T,2.954410623,57
Sarah,Smith,T-Mobile,3.143239153,84
Robert,Hill,Verizon,5.184693482,91
Hunter,Adams,Verizon,3.646670775,45
Whitney,Howard,Verizon,3.585782222,84
Anita,Richardson,AT&T,2.333357372,51
Timothy,Pratt,Sprint,0.789256539,74
Nathan,Chaney,AT&T,2.317854478,39
Deborah,Miller,Sprint,3.824908725,85
Heather,Griffin,Sprint,4.167823123,32
Meagan,Hensley,Verizon,4.305491771,53
Stacie,Taylor,Sprint,1.565772892,58
Anthony,Robinson,AT&T,1.814582281,32
Andre,Fisher,AT&T,3.184667917,84
Joshua,Orozco,Verizon,3.221373131,26
Bruce,Carlson,T-Mobile,1.170786215,87
Emily,Stewart,AT&T,3.032572833,37
Scott,Wright,Sprint,2.11085667,27
Julian,Lowery,AT&T,3.825486723,91
Erica,Flores,AT&T,1.511930143,73
John,Adams,AT&T,3.245172447,47
Dakota,Macdonald,T-Mobile,4.444585876,53
Adam,Woodward,Sprint,5.562418186,34
Alexis,Perez,Verizon,4.646587282,29
Caitlin,Beck,AT&T,3.19989166,93
Lisa,Hammond,Sprint,3.342954628,83
Randall,Chavez,Sprint,3.051131893,81
Kimberly,Gordon,Verizon,0.955906032,64
Kristen,Dennis,AT&T,1.549490412,55
Nicole,Lee,T-Mobile,0.572043859,76
Jason,Gray,Sprint,4.037619008,84
Sabrina,Nielsen,Verizon,2.678078879,80
William,Lewis,T-Mobile,0.760169937,42
Yvonne,Anderson,Sprint,3.873468693,31
Robert,Blair,AT&T,3.844771215,58
Terry,Sharp,Sprint,4.459371614,33
James,Nguyen,T-Mobile,3.243683622,30
David,Kelly,T-Mobile,1.077656584,65
William,Mason,AT&T,0.937188181,94
Matthew,Rhodes,AT&T,4.135096604,81
Nancy,Schmidt,Verizon,1.665001999,89
Heather,Duran,AT&T,2.76707296,29
Mary,Castillo,Verizon,2.878420179,35
Danielle,Tyler,T-Mobile,5.110762018,20
Steven,Aguilar,T-Mobile,2.796860702,34
Matthew,Jefferson,Sprint,3.062467972,74
Roy,Crawford,Sprint,1.927314901,29
Thomas,Roberts,Verizon,5.049269025,78
David,Richard,AT&T,3.672455063,94
Dale,Jackson,AT&T,0.594125025,30
Jessica,Harper,Sprint,3.116107999,26
Michael,Wright,T-Mobile,2.253225746,89
Katie,Schroeder,Verizon,0.226369448,48
Sarah,Stephens,T-Mobile,2.889640102,93
Linda,Jones,T-Mobile,3.837645273,60
Joseph,Mills,AT&T,3.295685679,74
Caitlin,Hall,Verizon,3.672762727,40
Mrs.,Garcia,T-Mobile,3.661387944,88
Rebecca,Moore,Sprint,3.983474989,22
Monica,Taylor,Sprint,2.763247168,22
Ann,Frazier,AT&T,2.758538709,61
Kim,Ingram,Sprint,0.606083612,97
Jason,Whitehead,Sprint,0.949758622,37
Roberto,Smith,T-Mobile,5.504253096,97
Michael,Jones,Sprint,4.170144572,31
Ryan,Franco,Sprint,2.168994691,59
