First Name,Last Name,Age,Upstream Data (MB),Downstream Data (MB),Total Data (GB),App Name,Network Provider,City,State,Country,Zipcode
Cynthia,Smith,43,821.8634783,3913.904228,4.62477315,Snapchat,AT&T,Pughhaven,Vermont,USA,85769
Ashley,Crosby,85,604.6711437,2266.440883,2.803820339,Twitter,T-Mobile,Rojasport,North Dakota,USA,6469
Daniel,Holmes,37,963.2082669,1015.555522,1.932386513,Twitter,AT&T,Stephanieside,Arkansas,USA,40554
Lori,Guerrero,67,630.6625126,1664.756943,2.241620562,WhatsApp,Verizon,North Cameron,Alaska,USA,40968
Amber,Hernandez,98,786.7580841,4512.272681,5.174834731,TikTok,Verizon,Reedhaven,Kansas,USA,59773
Angela,Gonzalez,94,878.8059548,4693.192079,5.44140433,Zoom,AT&T,East Bryan,Tennessee,USA,51998
Ms.,Perry,85,717.4376365,2435.238673,3.078785458,Netflix,Sprint,Rivasville,South Dakota,USA,96853
Emily,Kerr,62,528.99429,1529.038097,2.009797253,Zoom,Verizon,Ryanberg,Montana,USA,21467
Kelly,Green,84,280.088908,3665.040064,3.852665012,Zoom,AT&T,Hannahton,Washington,USA,5142
Lauren,Rollins,61,855.9476873,3841.665401,4.587512781,YouTube,Verizon,New Bianca,Maine,USA,44091
Brenda,Bryant,82,485.7724702,4086.558172,4.465166643,Spotify,Sprint,Mauricetown,Rhode Island,USA,55750
Andre,Hamilton,95,624.5011441,203.8648631,0.808951179,WhatsApp,T-Mobile,South Rebekah,Michigan,USA,95620
Scott,Schwartz,89,88.4342725,98.18266836,0.182243106,Snapchat,AT&T,West Amy,Nebraska,USA,67748
Eric,Cunningham,95,502.3778099,1817.92036,2.265916182,Snapchat,AT&T,Richardsonland,South Dakota,USA,21185
Bailey,Rivera,99,701.1760676,804.858258,1.470736646,Twitter,AT&T,Tylerfort,Mississippi,USA,12691
Michael,Bennett,72,588.2311908,4034.6602,4.514542374,TikTok,AT&T,East Jamesport,Massachusetts,USA,46029
Deborah,Smith,23,454.0693075,2687.577075,3.068014046,Twitter,AT&T,West Jessica,Wisconsin,USA,49406
Gabriel,Davis,52,231.1930436,4135.473225,4.264322528,Snapchat,AT&T,East Antonio,Arkansas,USA,36914
Brian,Curry,27,316.5734981,925.7197299,1.21317698,TikTok,Sprint,Wilsonside,Iowa,USA,89045
Tamara,Lee,76,703.6181146,3154.752409,3.767939964,Twitter,T-Mobile,New Kristopherfurt,Georgia,USA,84330
Rachel,Chung,38,231.9487919,2921.85185,3.079883439,TikTok,Sprint,Bradyborough,Virginia,USA,21384
Misty,Alvarado,36,625.5093492,1734.872589,2.305060487,YouTube,Sprint,Port David,New Mexico,USA,92875
Lauren,Smith,77,593.8402364,2609.552438,3.128313158,Facebook,T-Mobile,Adamsmouth,Nevada,USA,47098
Alicia,Hernandez,84,970.7133046,2965.686309,3.844140247,Spotify,Sprint,North Jennifer,Georgia,USA,29579
William,Malone,95,70.17402406,4452.964632,4.417127594,YouTube,Verizon,Lake Jonathanbury,Vermont,USA,90976
Timothy,Schultz,31,117.0413812,325.4100045,0.432081431,Twitter,Sprint,Richardsonland,New York,USA,22103
Maureen,Dunn,58,511.022631,4125.700641,4.52805007,Netflix,AT&T,Johnsonmouth,South Dakota,USA,27203
Miguel,Davidson,69,531.8387271,4901.774127,5.306262553,YouTube,Verizon,West Jamesfort,Texas,USA,41102
Christopher,Ortega,66,49.52838222,3672.286538,3.634584883,Spotify,Verizon,Carlosberg,Virginia,USA,94888
Joseph,Wade,93,827.5968667,3699.867562,4.421351981,WhatsApp,T-Mobile,Reidport,Utah,USA,34009
Joshua,Dean,20,499.7762631,1128.972772,1.59057523,WhatsApp,Sprint,Mahoneymouth,Arkansas,USA,96027
Nathan,Morris,40,353.1773092,2639.212741,2.922255908,Facebook,Sprint,South Robinside,Montana,USA,94500
Michael,Briggs,88,325.6652329,3544.404585,3.779365056,Snapchat,Verizon,Port Cynthiaview,Wisconsin,USA,6289
Dominique,Montes,26,862.7931097,3031.290972,3.802816486,YouTube,Sprint,North Heather,Georgia,USA,67331
David,Knapp,19,204.7655378,1956.401455,2.110514642,Snapchat,Sprint,Port Joel,Ohio,USA,31145
Craig,Williams,24,168.8135284,4703.58613,4.758202791,Twitter,T-Mobile,West Kyle,Illinois,USA,67218
Anthony,Jones,42,221.0467439,2594.23437,2.749297963,Spotify,Verizon,Lake Nancymouth,Virginia,USA,11089
Thomas,Park,39,628.7723222,4850.885534,5.351228375,Twitter,AT&T,East Michelle,Kentucky,USA,89464
Kathryn,Gillespie,84,812.8215471,2841.184623,3.568365401,TikTok,Verizon,New Andrewbury,Pennsylvania,USA,64164
Nathan,Hart,30,337.6689069,3977.248061,4.213786101,Spotify,T-Mobile,South Kelly,Texas,USA,92667
Adriana,Phillips,55,181.7273781,3723.014361,3.813224354,YouTube,T-Mobile,East Allison,New Jersey,USA,79939
Nicole,Dickerson,46,217.102226,3321.077687,3.455253821,Instagram,T-Mobile,South Christyton,Virginia,USA,9409
Kendra,Becker,69,622.9919407,121.5811865,0.727122195,Spotify,Sprint,Harrisfort,Missouri,USA,2902
Miss,DDS,40,253.574874,433.274295,0.670751142,Facebook,Verizon,East Alyssaland,Georgia,USA,73543
Kimberly,Thompson,66,878.507429,2928.347227,3.7176315,Instagram,Sprint,Washingtonberg,Oregon,USA,93714
Lisa,Gordon,79,112.8524409,4563.318038,4.566572733,WhatsApp,Sprint,North Brian,Wisconsin,USA,90056
Leslie,Evans,48,42.04484867,3025.651251,2.995796972,Zoom,Verizon,West Dianabury,Hawaii,USA,71647
Jennifer,Beasley,70,97.4944635,1218.180179,1.284838518,TikTok,T-Mobile,Michaelshire,Oklahoma,USA,90660
David,Haney,35,847.1866892,1635.081088,2.424089626,TikTok,AT&T,Braunport,Delaware,USA,95867
Natalie,Holmes,55,654.7172245,3134.641377,3.700545509,Facebook,AT&T,New April,California,USA,25479
Carol,Drake,20,958.1671868,3005.419605,3.870690226,Zoom,Verizon,South Brianberg,Illinois,USA,99284
Amanda,Sheppard,96,342.9335759,4780.729406,5.00357713,WhatsApp,Verizon,New Mitchell,Illinois,USA,74977
Christopher,Jackson,64,220.5513467,2668.968592,2.821796815,TikTok,T-Mobile,Barberstad,Oklahoma,USA,52720
Patricia,Scott,18,566.3554869,1807.323666,2.318046048,Instagram,Verizon,Hardyport,Alaska,USA,81760
Amy,Johnson,100,542.4499963,2648.714146,3.116371233,Spotify,Verizon,Alvarezmouth,Colorado,USA,98757
Chad,Young,21,595.1137483,3941.858217,4.430636685,TikTok,T-Mobile,Robertburgh,Connecticut,USA,60280
Lisa,Stewart,70,354.058524,2724.800839,3.006698596,Spotify,T-Mobile,Scottville,Kentucky,USA,59906
Patrick,Williams,56,15.83797064,1663.960124,1.640427827,WhatsApp,Sprint,Debraport,New Jersey,USA,81090
Johnathan,Boyd,95,44.68133641,1726.174203,1.729351113,Spotify,Verizon,East Joseph,Alabama,USA,72381
Amanda,Gonzales,71,667.1881968,3796.218505,4.358795607,Spotify,AT&T,North Martinview,Pennsylvania,USA,28711
Shawn,Richards,60,528.0254677,378.9189705,0.885687928,YouTube,Verizon,West Stevenshire,Texas,USA,83521
Katie,MD,40,822.8011471,1410.038617,2.180507582,Instagram,AT&T,New Allenborough,Florida,USA,87945
Justin,DDS,53,307.4057602,807.5360725,1.088810384,Twitter,AT&T,West Erin,Illinois,USA,69199
Glenn,Booker,43,817.3175149,4726.144384,5.413537011,YouTube,AT&T,Savannahburgh,New Hampshire,USA,74759
Donna,Santos,38,431.2364993,495.9666027,0.905471779,Zoom,Sprint,Carolport,Kentucky,USA,19059
Megan,Harmon,82,105.7314017,3803.008868,3.817129169,Spotify,T-Mobile,Wolfberg,Massachusetts,USA,73997
Joshua,Santiago,95,978.132447,3170.606569,4.051502945,Twitter,T-Mobile,West Susan,Massachusetts,USA,85135
Susan,Ware,92,516.8165699,3182.381783,3.612498392,Twitter,Sprint,West Michele,Wisconsin,USA,59003
Laura,Garcia,51,633.1837288,3828.993484,4.357594935,TikTok,T-Mobile,Greenmouth,Pennsylvania,USA,33171
Elizabeth,Diaz,36,674.0892146,2032.415462,2.643070973,WhatsApp,Sprint,North Tiffany,Colorado,USA,77424
Christine,Pineda,69,368.7881297,2033.679657,2.346159948,Zoom,Verizon,Beckyton,Louisiana,USA,69276
Laura,Nguyen,41,750.0530367,1479.093622,2.176901034,YouTube,Sprint,East Cindyshire,Utah,USA,7302
Christine,Ford,82,871.5638007,3008.862683,3.789478988,Zoom,T-Mobile,West Anthony,South Carolina,USA,51344
Julie,Jackson,77,393.3151066,4652.535998,4.927588969,Snapchat,T-Mobile,North Angelaview,New Hampshire,USA,38987
Mary,Roberts,77,660.4308778,4623.716837,5.160300503,Instagram,Verizon,Phillipsburgh,Louisiana,USA,6727
Carrie,Brown,68,759.5525857,3529.655327,4.188679603,WhatsApp,Sprint,New Michael,Washington,USA,15893
Rachel,Watkins,83,198.2246387,4535.619567,4.622894732,WhatsApp,Verizon,Colemanshire,Louisiana,USA,61968
Renee,Hudson,59,339.2701236,4819.4182,5.037781566,YouTube,AT&T,Parsonstown,Nevada,USA,33035
Jeremy,Garrett,37,117.7078879,3985.769468,4.007302105,Facebook,Sprint,Melissaton,Washington,USA,52149
Kayla,Knight,86,606.1863796,2068.774978,2.612266951,Zoom,Verizon,Ashleytown,Idaho,USA,3171
Daniel,Eaton,25,802.9283189,2441.963583,3.168839748,TikTok,Verizon,East Elizabethmouth,Minnesota,USA,59869
Nathaniel,Reed,86,614.73027,4659.721754,5.150832055,Instagram,T-Mobile,Ronniestad,Texas,USA,41239
Michael,Aguilar,40,187.9859927,3366.539973,3.471216763,Instagram,Sprint,Bradleybury,West Virginia,USA,13912
Michele,Wall,97,550.9048061,4112.435108,4.554042885,Instagram,AT&T,Fieldsland,Pennsylvania,USA,93084
Kevin,Taylor,73,836.584807,624.7644769,1.42709891,Twitter,AT&T,Lake Ian,Missouri,USA,67661
Jeremy,Riddle,28,309.6975481,1009.812005,1.288583548,WhatsApp,Sprint,Alyssastad,Montana,USA,76269
Christine,Baldwin,77,834.3249872,1753.336913,2.527013575,Spotify,Sprint,Erintown,New York,USA,79638
Deborah,Perez,67,786.7770509,981.791245,1.727117477,Spotify,Verizon,South Devinshire,Louisiana,USA,59413
Jordan,Hess,85,31.52339976,4537.00207,4.461450654,Instagram,T-Mobile,Nicholasmouth,Pennsylvania,USA,85958
Richard,Brown,88,247.0602659,1123.608208,1.338543431,Instagram,T-Mobile,New Michael,Washington,USA,53472
Timothy,Thomas,65,547.5129817,2808.059386,3.27692614,Twitter,T-Mobile,East Brendafurt,Arizona,USA,6168
Anthony,Chavez,88,720.4411963,472.9966572,1.165466654,Spotify,Sprint,North Bryanmouth,Colorado,USA,95748
Lauren,Lawrence,50,881.7252204,817.0611403,1.658971055,Spotify,T-Mobile,Herrerahaven,Massachusetts,USA,92640
Jason,Bullock,97,644.6318951,1274.704918,1.874352357,WhatsApp,Verizon,Ortizburgh,North Dakota,USA,67514
Pamela,Kirby,25,386.5407295,4915.322337,5.177600651,Facebook,Sprint,Joseview,Nevada,USA,97504
Hailey,Luna,99,192.7809347,3995.465597,4.090084504,YouTube,Sprint,North Jamesberg,South Carolina,USA,25306
Tyler,Taylor,100,762.4354969,3384.097541,4.04934867,WhatsApp,T-Mobile,Emilymouth,Colorado,USA,41734
Peter,Cunningham,44,214.7137437,4585.49682,4.687705629,YouTube,AT&T,New Jake,Rhode Island,USA,72772
John,Green,74,698.4762163,4783.232864,5.353231524,TikTok,AT&T,Kimberlyberg,Delaware,USA,82429
Ms.,MD,26,189.3995012,2295.185926,2.426352956,Twitter,Verizon,South Alexandriaside,Colorado,USA,27851
Kenneth,Mills,49,100.1433118,1672.062775,1.730670006,TikTok,T-Mobile,West Andrewfurt,Idaho,USA,42536
Paul,Tucker,30,258.5892215,1610.810868,1.825586025,Spotify,T-Mobile,South Leah,Hawaii,USA,19486
James,Woodward,73,292.0805075,226.8590553,0.506776917,WhatsApp,Sprint,Reginaside,Oregon,USA,31789
Danielle,Powers,45,650.7370431,1434.208564,2.036079694,Instagram,Sprint,Danielland,Georgia,USA,28967
Adam,Walter,89,169.2745341,1807.477538,1.930421945,WhatsApp,T-Mobile,Gabrielleville,Maryland,USA,66686
Amanda,Miller,71,931.0038439,232.6492553,1.13637998,Zoom,Sprint,Dianehaven,Alabama,USA,28935
Sheena,Cunningham,91,558.8180695,4418.893837,4.861046784,Twitter,T-Mobile,New Amanda,Louisiana,USA,16774
Natasha,Lopez,68,496.0224135,4246.890842,4.631751226,Twitter,Verizon,Morrisside,California,USA,78813
Mark,Trujillo,74,440.3475692,1294.929554,1.694606565,YouTube,Sprint,New Karen,West Virginia,USA,43614
Jason,Schmidt,44,570.9353335,4022.666557,4.485939346,Netflix,T-Mobile,New Ashley,Colorado,USA,10111
Sheila,Williams,46,32.22249749,3991.248801,3.92917119,Zoom,Sprint,Port Collinbury,Maryland,USA,79680
Michele,Thomas,86,990.1855108,1708.313161,2.635252609,Zoom,Verizon,Brandonmouth,South Carolina,USA,8784
Dwayne,Romero,23,561.9491324,3500.486791,3.967222582,Zoom,Sprint,Lake Tony,North Dakota,USA,80528
Erin,Baker,72,44.84305212,1484.796298,1.493788428,Zoom,T-Mobile,Wigginsside,Vermont,USA,19370
Michael,West,32,594.0778287,397.8673676,0.968696481,Facebook,Sprint,East Anthony,Colorado,USA,60544
Christine,Ballard,26,442.7079707,2548.749278,2.921344969,Zoom,Sprint,Palmerland,Indiana,USA,64591
Louis,Jordan,28,33.7973197,2219.718852,2.200699387,Facebook,T-Mobile,Rossside,Alaska,USA,97041
Carolyn,Carlson,26,925.1844646,733.8569269,1.620157609,Facebook,AT&T,Danielberg,South Dakota,USA,13366
Kenneth,Rogers,100,20.46120335,2478.239018,2.440136935,Snapchat,Sprint,Sandrachester,Delaware,USA,59819
Billy,Bryant,91,582.0929601,4749.409941,5.206545802,WhatsApp,Sprint,New Richard,Wisconsin,USA,45452
Anne,Daniel,78,962.1728401,3670.396079,4.523993085,TikTok,Verizon,West Alisonchester,Louisiana,USA,35566
Christopher,Gonzalez,23,245.228452,3707.417934,3.860006237,Netflix,AT&T,Sanchezville,Nevada,USA,80679
Christopher,Davis,61,261.6372835,3799.876436,3.966321991,TikTok,Verizon,Tamaraland,Pennsylvania,USA,30140
Elizabeth,Gray,80,10.41889727,3735.937346,3.658551019,TikTok,T-Mobile,North Holly,Maine,USA,84432
Omar,Jones,46,75.68766027,148.5121052,0.218945083,YouTube,T-Mobile,Matthewborough,Utah,USA,41134
Jennifer,Hunt,68,54.43952746,4627.220132,4.571933261,WhatsApp,Verizon,Deborahhaven,Florida,USA,8419
Joseph,Murphy,90,824.4297209,4159.181934,4.866808257,YouTube,Sprint,Phamberg,Hawaii,USA,15166
Lori,Holland,40,838.3701942,1409.168067,2.194861583,Instagram,AT&T,Lake Kendraland,Wyoming,USA,42134
Thomas,Long,56,729.4330833,2786.080349,3.433118586,WhatsApp,Verizon,Saraberg,California,USA,94685
Gina,Lyons,70,359.2175624,3094.279353,3.372555582,Spotify,Verizon,Lake Andrestad,Montana,USA,17754
Robin,Walton,72,823.0419054,703.1278941,1.490400195,Zoom,T-Mobile,Crystalfort,North Carolina,USA,56362
Dr.,Howe,18,544.376775,1307.118715,1.808101065,YouTube,Sprint,Erinstad,South Carolina,USA,38314
Vanessa,Martin,69,311.2671737,165.0896547,0.465192215,Facebook,AT&T,West Davidport,Oklahoma,USA,39882
Ashley,Shelton,63,442.9040014,4326.561014,4.657680679,YouTube,Verizon,Cookview,Wyoming,USA,97764
Ms.,West,31,75.11009214,173.2800952,0.242568542,Twitter,AT&T,North Meghan,Arizona,USA,15043
Brandi,Valencia,91,945.4595999,1627.544397,2.512699216,Snapchat,AT&T,West Markhaven,Hawaii,USA,65836
Michelle,Johnson,31,622.9252532,437.3201401,1.035395892,TikTok,Verizon,Nelsonview,North Dakota,USA,36492
Jennifer,Mullins,99,733.9218035,3917.959335,4.542852674,WhatsApp,AT&T,Baldwinville,Montana,USA,48272
Paul,Mason,28,679.8175367,4628.664727,5.18406471,Snapchat,T-Mobile,Laurenfurt,Alaska,USA,38659
Nathaniel,Spence,34,671.0724847,2835.937318,3.424814261,Facebook,Sprint,East Matthewport,Wyoming,USA,24248
John,Barajas,76,27.08837564,740.8557457,0.749945431,Snapchat,Sprint,Sandraburgh,North Dakota,USA,31842
Sandra,Campbell,58,530.117567,2812.896249,3.264661929,Facebook,Sprint,New Melissachester,Michigan,USA,8009
Jonathan,Johnson,38,823.4931263,3863.189135,4.576838146,Netflix,T-Mobile,Michaelborough,New Hampshire,USA,21405
Gary,Reed,91,54.0736629,3606.160216,3.574447147,YouTube,T-Mobile,East Julieburgh,Arkansas,USA,55622
Donald,Casey,39,956.604027,3721.509079,4.56846983,Instagram,T-Mobile,Martinezview,New Hampshire,USA,54292
Maria,DDS,23,429.9180862,1431.910521,1.818191999,TikTok,Sprint,Tammyton,South Dakota,USA,96180
David,Vazquez,41,296.9965371,415.0007368,0.695309838,Facebook,AT&T,West Vanessaview,Tennessee,USA,99210
Austin,Bowman,49,536.503148,787.3700108,1.292844882,Snapchat,T-Mobile,Morristown,Louisiana,USA,45595
Joseph,Drake,39,803.202046,4779.757101,5.452108542,YouTube,Verizon,Jasminmouth,Alabama,USA,42802
James,Jackson,76,480.0075112,3086.894236,3.483302488,Facebook,T-Mobile,South Leonardview,Idaho,USA,78757
Lance,Wilson,84,648.6546198,3653.103049,4.200935223,YouTube,Verizon,Patrickside,Nebraska,USA,68673
Edward,Anderson,95,504.915244,4500.369729,4.887973607,Zoom,Sprint,West Cameronborough,Kentucky,USA,76302
Darrell,Barber,91,634.9595341,4271.135104,4.791108045,Twitter,Verizon,Kariview,North Dakota,USA,12715
Amanda,Smith,98,146.650606,1131.089156,1.247792736,YouTube,T-Mobile,Richardberg,New Hampshire,USA,46464
Amber,Oliver,79,48.27675232,337.3972208,0.376634739,WhatsApp,T-Mobile,South Elijah,Maryland,USA,53680
Margaret,Gallegos,74,145.5323916,4629.384594,4.663004869,Spotify,AT&T,Murphyburgh,Oklahoma,USA,82320
Katie,Cooley,56,292.9797632,4909.258049,5.080310363,TikTok,Sprint,Lake Andrea,Montana,USA,51422
Kimberly,Thompson,48,260.8225018,2858.353758,3.046070566,WhatsApp,Verizon,Jasonmouth,Delaware,USA,28178
Michael,Wong,54,619.0235962,4447.589478,4.947864331,Zoom,Sprint,West Marktown,Michigan,USA,44315
Nathaniel,Williams,37,461.3305299,1197.489446,1.619941383,TikTok,T-Mobile,East Donald,Virginia,USA,34482
Jessica,Stein,50,48.42386122,599.6415877,0.632876415,Facebook,AT&T,Andersonton,Louisiana,USA,7660
Regina,Smith,93,44.51724725,2524.09384,2.508409265,Spotify,T-Mobile,West Shawnstad,West Virginia,USA,90671
Stephanie,Boyle,72,99.6821221,4065.357926,4.067421922,Spotify,T-Mobile,West Kevinmouth,New Hampshire,USA,36565
Casey,Chen,63,359.5503458,3290.535435,3.564536895,Spotify,T-Mobile,West Kristy,Idaho,USA,7633
Sergio,Adams,51,16.12112145,3204.734832,3.145367142,TikTok,Verizon,Cooperfurt,Florida,USA,64927
Gabriella,Lee,95,499.0473928,136.4215957,0.620575184,Snapchat,T-Mobile,Sandrafort,South Dakota,USA,34527
Robert,Arias,26,367.0629677,1621.589817,1.942043735,Netflix,Sprint,Hoodburgh,Ohio,USA,86853
Michael,Dudley,56,559.8868894,4700.504143,5.137100618,Instagram,Sprint,South Mitchell,New York,USA,87723
Corey,Lamb,91,723.6169758,714.6540206,1.40456152,Spotify,AT&T,Wiseview,Kentucky,USA,65809
James,Reid,98,258.4630873,3645.511429,3.812475113,WhatsApp,Sprint,North Erica,Alabama,USA,65617
Alexander,Garcia,21,165.5128112,3808.590211,3.880959983,Twitter,T-Mobile,Rioschester,Mississippi,USA,18218
Gabriel,Hood,27,285.2730204,3677.524554,3.869919506,Snapchat,T-Mobile,Rebeccaburgh,West Virginia,USA,83717
Jorge,Maldonado,27,11.74555013,4946.960226,4.842486109,Instagram,Sprint,Danieltown,Connecticut,USA,38621
Matthew,Thomas,74,128.812826,2075.580646,2.152728,Spotify,AT&T,Paulberg,Iowa,USA,26264
Annette,Anthony,58,753.32206,3426.857291,4.082206398,Instagram,AT&T,Antoniobury,Tennessee,USA,76652
Morgan,Bowen,84,230.578774,1008.592811,1.210128501,Instagram,Sprint,South Denise,Kentucky,USA,87833
Tammy,Silva,31,994.3566375,2028.564084,2.952071017,WhatsApp,Verizon,Jeremyport,Virginia,USA,96955
Christina,Wilkerson,76,176.1532062,2483.224982,2.597049012,Instagram,Verizon,North Christopherview,Delaware,USA,1784
Raymond,Morris,98,790.8839984,1113.396328,1.859648757,Zoom,Verizon,Davidport,Wyoming,USA,49016
Andrew,Tucker,36,707.9940271,4538.713175,5.123737502,Facebook,Verizon,North Danielleland,Maine,USA,42263
Jeremiah,Wade,99,328.9108214,3595.179261,3.832119221,Facebook,Sprint,West Bethany,Tennessee,USA,71151
Melinda,Henderson,74,337.4317521,1454.600952,1.750031938,Instagram,AT&T,Adkinsstad,Wyoming,USA,27369
Beverly,Maxwell,69,567.9160652,718.0343745,1.255810976,Zoom,T-Mobile,South Gregoryside,Colorado,USA,47281
Amy,Harris,66,853.8503565,1474.943276,2.274212531,Facebook,T-Mobile,Port Adrian,Wyoming,USA,66411
Oscar,Russell,92,392.3250747,3133.777642,3.443459684,WhatsApp,Sprint,West Debra,Idaho,USA,18726
Kenneth,Bradford,85,70.56808211,4140.72276,4.112588713,Facebook,T-Mobile,South Jenniferfurt,New Hampshire,USA,17856
Kayla,Griffin,98,380.6749851,2540.682872,2.852888533,Twitter,Verizon,Marshallborough,Utah,USA,90471
Carla,Campos,92,215.2395465,557.3486338,0.754480645,Spotify,AT&T,Joneshaven,Texas,USA,66504
Jessica,Barnett,47,939.8149469,1284.108589,2.171800328,YouTube,Sprint,North Rachaelview,Virginia,USA,91020
Beverly,Strickland,89,700.3016029,1758.462401,2.401136723,YouTube,AT&T,Ponceside,Delaware,USA,52714
Jamie,Herrera,56,60.32433757,3198.874456,3.182811322,Zoom,Sprint,North Ashleystad,South Dakota,USA,50133
Todd,Johnson,77,300.0586519,1270.884708,1.534124375,Instagram,Sprint,North Amyshire,Vermont,USA,52467
Louis,Benjamin,75,59.71380527,1207.945544,1.237948583,YouTube,Sprint,Lake Sharon,Alaska,USA,34051
Jessica,Mcneil,37,831.7165037,1466.69925,2.244546634,YouTube,Sprint,Aguilarshire,Hawaii,USA,20695
Lawrence,Jordan,39,907.2334379,2983.01877,3.799074422,Zoom,AT&T,East Erintown,Georgia,USA,27379
Melissa,Butler,45,121.1568098,2488.519906,2.548512417,Snapchat,T-Mobile,New Janice,Minnesota,USA,10556
Cynthia,Spencer,48,445.8871455,4216.097969,4.552719838,Zoom,Sprint,Lake Teresa,Missouri,USA,95564
Jeffrey,Lawson,50,932.564449,3504.764956,4.333329497,Facebook,Verizon,Paulchester,California,USA,62930
Andrew,Kerr,35,153.7595698,3350.768266,3.422390465,YouTube,Sprint,Alexanderport,Tennessee,USA,33071
Ronnie,Raymond,28,298.9845547,815.5178069,1.088381213,Facebook,AT&T,Dianemouth,New Jersey,USA,87570
Christopher,Roberts,23,311.2319037,323.3776031,0.619735846,YouTube,Sprint,South Joseside,New York,USA,40020
Michael,West,35,39.75772908,2574.49438,2.552980575,Facebook,Verizon,Velezview,Virginia,USA,50051
Sharon,West,57,45.91050234,404.6262436,0.439977291,Snapchat,AT&T,West Lauren,New Mexico,USA,6846
James,Harris,32,953.2648988,1851.888684,2.739407796,TikTok,Sprint,Port Ryan,New Mexico,USA,98875
Eric,Williams,87,575.3816829,179.2561244,0.736950984,Facebook,Verizon,Curtisfort,Louisiana,USA,1643
Joe,Cline,38,313.5818382,925.2044343,1.209752219,Facebook,AT&T,Clarkberg,Mississippi,USA,43675
Carmen,Cummings,69,384.8879141,596.32095,0.958211781,WhatsApp,Sprint,South Andrew,Kentucky,USA,78154
Stephanie,Levy,41,717.6944996,4014.87577,4.621650654,WhatsApp,Verizon,North Richard,Colorado,USA,53578
Craig,Lee,98,372.8520315,1763.324455,2.08610985,Netflix,AT&T,Haynesbury,New York,USA,35713
Jocelyn,MD,29,235.4827991,440.2902654,0.659934633,Zoom,Sprint,Lake Paul,Hawaii,USA,11965
Tracy,Bell,22,110.8189682,1364.127012,1.440376934,Snapchat,AT&T,Stevenmouth,Arizona,USA,54043
Rebecca,Blankenship,70,731.6436816,3429.900026,4.064007527,Zoom,Verizon,North Vincentstad,Arizona,USA,84409
Christopher,Parker,49,188.7593665,3740.894597,3.837552699,Twitter,Sprint,New Elizabeth,Wyoming,USA,60600
Shane,Martin,39,78.95178723,643.3323928,0.705355645,WhatsApp,Sprint,Lake Marilynport,California,USA,87281
Stephanie,Murphy,87,432.684901,3903.903878,4.234949979,YouTube,Sprint,Michellechester,Wyoming,USA,81936
Evan,MD,29,49.17525219,1884.267833,1.888128013,Spotify,Verizon,Deannabury,Louisiana,USA,38950
Rebecca,Reed,29,965.3480778,3412.944211,4.275676063,Spotify,T-Mobile,Lake Brenda,Rhode Island,USA,53565
Mark,Morris,71,631.0200379,3373.963557,3.911116792,Zoom,Sprint,Amandaport,Wisconsin,USA,31566
Joel,Curry,84,161.1698423,3978.283969,4.042435363,YouTube,Verizon,Lake Rachel,Utah,USA,82772
Mrs.,Thornton,21,180.7295456,3501.054763,3.595492488,YouTube,AT&T,North Richardshire,Connecticut,USA,56430
Mark,Brock,27,574.1301955,242.3983655,0.797391173,WhatsApp,AT&T,West Angelside,Kentucky,USA,42171
Austin,Rice,24,363.0000998,2621.431499,2.914483983,Spotify,Verizon,Laurenstad,Texas,USA,65724
Kristie,Oliver,75,776.5240767,872.5968087,1.610469615,Snapchat,T-Mobile,East Patricia,Connecticut,USA,54886
Haley,Montoya,70,550.3484208,4851.324461,5.275071173,WhatsApp,Verizon,Port Jason,Mississippi,USA,90432
Joseph,Evans,87,439.0005368,1316.380966,1.714239748,Twitter,AT&T,Estradashire,Massachusetts,USA,70626
Charles,Robinson,41,963.3504456,2129.531389,3.020392416,Facebook,AT&T,Lake Edwardmouth,Arizona,USA,36134
Lindsay,Anthony,61,396.8217656,1023.675651,1.387204509,Instagram,Sprint,Callahanville,West Virginia,USA,40208
Timothy,Smith,86,406.6048146,716.2162124,1.096504909,WhatsApp,T-Mobile,South Jaime,Vermont,USA,71607
Jessica,Richard,43,669.1146969,3024.601523,3.607144746,Snapchat,Verizon,Brandonfort,West Virginia,USA,92166
Barbara,Wiggins,90,811.3837983,2491.239261,3.225217832,Spotify,AT&T,Port Joshua,Michigan,USA,87244
Jennifer,MD,49,629.9528409,1904.565684,2.475115747,YouTube,AT&T,New Andreaside,Wisconsin,USA,34885
Alyssa,Lee,43,701.6241198,472.8241597,1.146922148,WhatsApp,AT&T,Powersfort,Alaska,USA,9297
Peter,Riley,45,379.2022529,3692.998855,3.976758895,WhatsApp,Verizon,North Jamesfurt,Alaska,USA,22668
Karen,Vasquez,28,484.7018681,78.9886746,0.550479046,Zoom,Verizon,New Jeremy,Washington,USA,84435
Jessica,Finley,56,205.0647356,2315.424862,2.461415623,Netflix,T-Mobile,Lake Christina,Minnesota,USA,70430
Ryan,Golden,77,683.4440258,3181.231305,3.774097003,Netflix,Sprint,Taylormouth,New Hampshire,USA,35355
Diane,Whitaker,63,229.237421,2182.018636,2.354742243,Netflix,Sprint,West Sarah,Massachusetts,USA,67318
Sarah,Nash,53,11.24422744,674.7344704,0.669901072,Twitter,Sprint,Kristishire,Rhode Island,USA,27706
William,Briggs,26,934.4244986,3902.336937,4.723399839,YouTube,AT&T,North Taraton,North Dakota,USA,26523
