First Name,Last Name,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp
Jeffrey,Lewis,95.67,70.01,Twitter,2023-12-04 10:11:27
Jessica,Richardson,92.68,209.52,Instagram,2023-09-09 00:10:44
Dawn,Reyes,63.38,156.61,Snapchat,2024-03-09 13:25:44
Lisa,Taylor,10.58,239.03,Twitter,2023-07-07 13:41:35
Emily,Lopez,18.03,131.13,TikTok,2023-11-25 05:11:18
Rebecca,Elliott,69.25,29.01,WhatsApp,2023-07-26 14:24:18
Sara,Wallace,89.35,213.0,TikTok,2023-09-28 01:26:11
James,Jenkins,17.63,135.49,TikTok,2024-03-01 14:41:47
Luke,Pope,47.3,438.24,TikTok,2023-11-23 22:46:48
Daniel,Davenport,8.67,130.21,TikTok,2023-12-18 11:51:40
Krista,Morris,78.76,376.51,Snapchat,2024-01-08 13:05:18
Jennifer,Hopkins,4.41,359.1,WhatsApp,2023-08-17 01:22:16
Desiree,Sims,67.76,43.23,WhatsApp,2024-01-13 04:15:14
Lauren,Johns,53.49,250.36,Instagram,2024-02-18 19:50:32
Jonathan,Gonzalez,42.77,330.35,TikTok,2023-06-21 20:01:14
Frances,Keith,90.3,344.5,Instagram,2023-10-19 07:06:31
Kelly,Prince,31.39,357.86,Snapchat,2024-04-24 23:22:30
Calvin,Martinez,11.43,38.16,TikTok,2023-12-17 04:19:34
James,Bernard,46.9,468.24,Twitter,2024-04-09 08:09:22
John,Perez,6.89,189.39,YouTube,2023-11-30 14:32:02
James,Becker,79.98,364.55,TikTok,2024-04-09 11:23:20
Michelle,Clark,55.38,498.76,Instagram,2024-04-09 08:24:20
Charles,Spencer,43.08,59.79,WhatsApp,2024-05-16 12:50:56
Howard,Acosta,16.77,384.32,Instagram,2024-01-11 00:43:35
Melissa,Johnson,19.84,350.09,Snapchat,2024-05-21 16:55:19
Zachary,Young,30.16,486.01,Facebook,2024-01-06 09:32:23
George,Patel,70.1,90.84,Facebook,2023-08-29 21:40:27
Carmen,Forbes,78.59,398.63,Instagram,2023-11-04 14:12:26
Sara,Rhodes,57.73,253.93,WhatsApp,2023-06-17 00:01:17
Veronica,Mendez,55.43,407.57,Facebook,2024-04-12 02:47:04
David,Thompson,35.76,99.6,Instagram,2023-12-16 11:06:27
Mary,Moreno,94.54,409.86,WhatsApp,2023-08-21 01:37:51
Brent,Schroeder,83.54,351.24,Twitter,2024-01-24 13:16:05
Marc,Brown,15.0,304.65,Facebook,2024-03-22 19:44:04
Gina,Stark,21.56,122.69,Facebook,2024-02-28 16:14:59
Pamela,Clark,45.3,218.64,Snapchat,2023-06-16 14:28:01
Crystal,Lowery,81.75,259.22,TikTok,2023-10-31 19:19:26
Mindy,Reed,25.69,15.52,Twitter,2023-07-14 10:58:19
Emily,Aguilar,75.6,78.95,Twitter,2024-05-15 08:01:18
Kathleen,Hernandez,7.7,219.24,Snapchat,2024-05-17 18:52:42
William,Gray,10.52,311.76,Instagram,2023-06-21 01:10:07
Timothy,Norton,20.52,294.57,Twitter,2024-01-13 15:39:00
Justin,Bates,17.76,36.52,Snapchat,2023-10-01 12:01:03
Alexis,Armstrong,68.63,315.79,TikTok,2024-04-01 19:04:06
Allison,Martin,70.19,260.14,Facebook,2024-03-03 10:57:44
Robert,Mitchell,21.82,453.88,Facebook,2024-01-29 00:55:19
Jessica,Graves,6.32,461.88,Snapchat,2024-03-24 20:22:04
Christopher,Thompson,4.44,15.42,Snapchat,2024-01-03 23:01:06
Robert,Herring,6.57,486.53,WhatsApp,2023-05-30 18:11:51
Brittney,Flores,70.23,21.45,WhatsApp,2023-12-18 02:45:14
Erica,Reyes,5.21,132.57,WhatsApp,2023-11-03 04:29:30
Michael,Nelson,66.63,49.9,YouTube,2023-10-26 23:27:25
John,Morrison,37.83,11.1,Instagram,2023-12-31 17:36:54
Barbara,Bradshaw,99.96,183.84,WhatsApp,2024-04-07 15:29:36
Nicholas,Brooks,29.09,476.12,WhatsApp,2023-06-23 10:48:53
Christopher,Martin,37.91,475.36,Snapchat,2024-04-19 21:08:23
Miranda,Evans,70.01,6.7,TikTok,2023-06-12 21:16:11
Angela,Jones,32.46,326.92,YouTube,2024-05-07 08:48:37
Grant,Archer,3.33,352.67,Facebook,2024-01-17 23:36:18
Natasha,Anderson,79.41,212.74,YouTube,2024-03-17 17:03:09
Shawn,Joyce,96.66,387.87,YouTube,2024-02-21 11:29:43
Erica,Anderson,14.01,83.48,Snapchat,2024-05-02 08:40:11
Timothy,Mccormick,38.39,302.34,Twitter,2024-05-08 02:54:58
Adam,Alexander,55.82,239.8,Facebook,2023-06-09 05:59:38
Robert,Novak,39.13,121.16,Twitter,2024-04-13 02:02:56
Lucas,Cain,73.35,469.31,TikTok,2024-03-06 20:13:14
Renee,Baker,60.38,9.38,TikTok,2023-09-09 15:55:55
Kathy,May,48.29,335.78,Facebook,2024-02-19 12:53:25
Courtney,Ortiz,37.43,480.79,Facebook,2024-01-24 12:22:07
Matthew,Stephens,46.21,77.44,Twitter,2023-11-18 04:04:01
Amanda,Rodriguez,92.33,79.18,WhatsApp,2024-05-28 07:39:12
Andrew,Ford,69.24,72.44,Instagram,2024-02-02 07:36:15
Kimberly,Goodman,96.45,333.26,WhatsApp,2023-11-02 06:08:29
Kristen,Reed,40.17,482.24,YouTube,2023-09-23 00:37:34
Tony,Martin,8.5,184.43,WhatsApp,2024-02-24 04:11:13
Brandon,Perez,90.69,149.4,Instagram,2024-05-13 17:04:30
Kayla,Meza,49.52,370.09,Instagram,2023-08-10 13:17:16
Bonnie,Henderson,30.84,462.26,Twitter,2023-10-26 22:58:40
Stephen,Vasquez,98.52,129.49,Instagram,2024-02-29 00:46:32
Mary,Jarvis,73.24,63.23,WhatsApp,2023-11-13 11:50:44
Thomas,Haynes,23.52,300.47,Instagram,2024-05-17 16:06:14
Calvin,Mitchell,42.22,208.74,Facebook,2024-03-26 17:19:41
Angela,Cortez,60.86,251.37,WhatsApp,2024-05-11 05:54:54
Lisa,Taylor,34.99,220.02,Instagram,2023-09-15 00:25:53
Veronica,Davis,59.8,376.17,WhatsApp,2023-08-26 12:29:12
Samantha,Taylor,66.75,36.62,Instagram,2023-07-11 14:05:08
Shawn,Rose,55.51,60.18,Facebook,2023-07-01 03:15:52
Katherine,Cortez,83.93,350.56,TikTok,2024-05-03 01:44:40
Michelle,Miller,77.64,404.44,YouTube,2024-03-08 08:21:42
Samantha,Becker,14.79,468.41,Snapchat,2023-08-07 15:00:53
Lindsey,Price,39.67,372.31,YouTube,2023-09-27 16:46:45
Mark,Campbell,89.83,382.48,WhatsApp,2024-05-27 09:50:33
Frank,Shaffer,77.18,440.45,Twitter,2023-08-04 20:59:19
Suzanne,Rice,34.87,461.3,Snapchat,2023-11-15 06:17:18
Mitchell,Smith,54.29,455.17,Snapchat,2024-04-27 21:22:21
Alexander,Torres,44.88,127.27,Instagram,2024-05-01 00:22:21
Jeffrey,Stevens,94.2,45.99,WhatsApp,2024-03-14 11:10:46
John,Morrow,58.21,412.46,Instagram,2024-05-04 21:04:01
Anthony,Morton,27.59,295.74,TikTok,2023-09-04 17:37:52
Keith,Mccarthy,65.91,409.32,WhatsApp,2023-09-24 21:29:08
Amanda,French,61.39,29.23,Instagram,2023-10-25 09:09:07
Trevor,Evans,16.06,220.68,Facebook,2023-10-19 13:34:00
Rachel,Good,11.3,191.64,Snapchat,2023-11-18 21:14:21
Pamela,Sherman,55.93,444.85,Instagram,2023-12-11 13:45:18
Rachel,Hart,30.86,299.82,TikTok,2024-03-12 08:37:37
Christopher,Mckay,12.97,172.87,YouTube,2024-03-06 01:46:06
Clayton,Tapia,50.04,199.07,Instagram,2023-09-16 03:33:25
Edwin,Burgess,12.17,9.93,Twitter,2024-03-20 03:15:36
Kyle,Miller,45.91,109.86,Snapchat,2024-04-23 10:17:33
Veronica,Cooper,20.48,399.07,Twitter,2023-10-24 01:32:47
Breanna,Carpenter,38.71,399.76,YouTube,2023-09-21 06:32:26
Michelle,Cannon,37.05,178.19,Twitter,2023-10-21 22:16:42
Jessica,Wilson,70.0,214.67,Snapchat,2023-06-21 07:22:27
Mark,Singh,46.45,217.33,YouTube,2023-10-31 12:56:34
Sara,Hernandez,72.91,82.89,Twitter,2024-01-09 07:09:55
Joshua,Hansen,32.05,327.29,Facebook,2024-02-10 18:11:49
Nicole,King,9.47,204.86,Instagram,2023-10-31 11:42:55
Melanie,Smith,92.58,385.44,WhatsApp,2024-03-03 04:43:51
Priscilla,Jackson,57.15,211.58,Facebook,2023-11-14 04:34:41
Tommy,Robinson,16.59,243.67,TikTok,2023-06-06 11:29:56
Penny,Murphy,53.68,30.46,Instagram,2024-01-29 12:14:54
Robert,Cooke,77.23,109.72,TikTok,2023-07-22 04:05:38
Carolyn,Williams,45.93,457.19,Twitter,2024-04-16 18:49:16
Karen,Baker,60.5,390.35,Twitter,2023-08-05 02:12:41
Michael,Hernandez,6.27,280.75,Instagram,2024-05-03 17:59:25
Erica,Rodriguez,70.49,103.23,Twitter,2024-04-01 02:30:05
Lindsay,Jenkins,80.68,52.77,Snapchat,2024-01-15 15:46:19
Megan,Molina,29.61,67.37,WhatsApp,2023-08-30 10:10:57
Aaron,Vasquez,19.89,120.75,Snapchat,2023-09-29 08:51:14
Justin,Holloway,31.38,142.11,WhatsApp,2024-01-22 09:34:17
Jessica,Massey,8.99,389.84,Instagram,2023-07-14 08:14:48
Barbara,Scott,23.01,89.24,Instagram,2024-03-28 11:18:25
Stacey,Cooper,86.25,110.19,TikTok,2024-05-07 03:00:09
Jessica,Smith,24.14,77.61,YouTube,2024-04-17 11:52:20
John,Ingram,79.13,462.13,TikTok,2023-08-30 00:09:01
Scott,Nelson,70.26,432.61,Facebook,2023-12-28 18:11:30
Melissa,Vincent,55.68,84.39,Snapchat,2024-04-01 21:58:22
David,Davis,32.8,411.73,Instagram,2023-12-26 04:11:20
Michelle,Moss,14.67,446.97,Twitter,2023-09-27 04:35:56
Lisa,Rodgers,80.83,42.4,YouTube,2023-12-09 04:42:46
Pamela,Fernandez,80.18,454.64,Snapchat,2023-07-01 12:01:35
Patrick,Rice,11.5,445.39,Twitter,2023-09-03 08:46:27
Lisa,Williams,7.54,84.34,Facebook,2024-01-07 11:28:18
Curtis,Lopez,44.11,17.51,Facebook,2023-09-21 05:02:07
Philip,Perkins,58.37,424.49,YouTube,2024-04-16 17:05:16
Jacob,Davis,37.47,53.89,Twitter,2024-01-30 19:37:46
Jennifer,Williams,19.04,269.29,WhatsApp,2024-04-17 00:35:25
Crystal,Hall,64.62,54.34,Instagram,2023-08-08 21:46:52
Aaron,Mccoy,65.7,28.87,Instagram,2023-11-20 09:28:16
Andrea,Dyer,91.6,407.29,TikTok,2024-05-15 21:47:39
Stephen,Martinez,26.92,296.45,TikTok,2024-01-10 19:31:32
Jennifer,Brown,21.29,423.93,TikTok,2024-04-18 09:08:57
James,Garcia,20.46,407.6,Instagram,2023-12-26 16:54:59
Gary,Tucker,5.91,320.99,Facebook,2024-05-11 20:29:44
Janice,Klein,21.6,411.17,WhatsApp,2023-06-14 04:50:48
Misty,Ali,75.49,346.55,WhatsApp,2024-04-25 05:00:42
Lindsey,Richards,8.6,422.3,WhatsApp,2023-08-29 16:32:46
Kevin,Daugherty,20.0,318.99,Facebook,2024-04-26 06:07:18
Samantha,Martinez,47.37,118.49,TikTok,2023-10-26 04:11:43
Jean,Nicholson,29.75,322.37,Snapchat,2023-12-07 19:59:18
Jessica,Burton,90.87,252.09,Snapchat,2023-09-24 07:49:26
Lori,Hoffman,23.78,69.37,Twitter,2023-08-25 23:14:27
Deborah,Ruiz,34.18,301.33,YouTube,2023-06-06 20:03:22
David,Thomas,2.33,310.02,Twitter,2024-03-08 20:59:05
Christopher,Thomas,46.38,143.07,YouTube,2024-01-30 08:11:34
Michael,Clark,5.38,398.89,Instagram,2024-02-26 07:24:20
Amy,Smith,27.07,207.41,WhatsApp,2023-10-28 00:24:06
Kimberly,Ayala,10.59,466.75,Twitter,2023-09-19 03:22:51
Crystal,Jones,32.43,271.36,Snapchat,2024-02-22 01:38:55
Brenda,Taylor,15.15,75.22,Snapchat,2023-10-21 18:54:41
Lori,Anderson,80.34,292.57,Twitter,2023-09-22 15:36:35
Justin,Williams,49.34,153.59,Facebook,2024-04-05 21:27:51
Joshua,Wolfe,58.23,439.77,YouTube,2024-02-06 07:42:30
Casey,Young,86.53,100.94,Snapchat,2023-08-04 20:09:34
Brianna,Grant,82.98,333.62,Snapchat,2024-01-02 00:42:51
Aaron,Stevenson,2.99,422.49,Facebook,2024-03-27 07:23:16
Leah,Doyle,45.77,38.96,Snapchat,2023-09-18 01:41:17
Allison,Vasquez,56.72,192.04,TikTok,2023-09-20 18:56:14
David,Robinson,78.31,282.91,Snapchat,2023-07-15 19:48:40
Robert,Smith,15.84,242.81,Twitter,2024-03-12 10:40:32
Steven,Patterson,82.49,37.29,TikTok,2023-09-22 19:05:16
Tina,Carter,73.88,368.01,Instagram,2024-03-06 09:48:25
Ryan,Peck,43.91,196.45,Snapchat,2023-11-06 12:23:02
Brittany,Dunn,69.11,441.29,Twitter,2024-04-23 10:13:43
Kathryn,Smith,11.99,306.38,YouTube,2023-09-28 22:17:51
Susan,Fritz,3.79,114.12,Snapchat,2024-01-26 11:00:26
Nicole,Torres,5.05,160.85,Instagram,2023-06-22 22:51:42
Scott,Craig,28.99,311.82,Snapchat,2024-01-31 10:53:29
Terri,Hart,73.53,434.84,Facebook,2023-11-09 06:35:33
Austin,Carrillo,21.73,10.76,Facebook,2023-11-26 01:46:48
Sean,Hampton,59.73,165.69,Instagram,2023-08-26 23:08:23
Ryan,Boyd,7.43,116.45,Facebook,2023-09-11 00:24:51
Antonio,Wolfe,60.69,272.16,Snapchat,2023-10-09 20:15:29
Brooke,Evans,92.11,204.93,Facebook,2023-08-25 18:30:58
Gregory,Thompson,53.09,173.16,YouTube,2023-10-28 07:34:21
Sue,King,79.54,225.54,TikTok,2024-04-01 05:56:19
Samantha,Hooper,2.93,321.69,Snapchat,2023-08-03 10:39:33
Marie,Kelly,69.13,103.74,Instagram,2023-12-08 06:27:45
Amy,Rodriguez,9.27,185.5,YouTube,2023-06-17 20:02:41
Ronald,Horton,8.94,44.28,Facebook,2023-08-18 23:46:42
Dwayne,Leblanc,87.09,85.95,Facebook,2023-07-03 21:06:15
Dana,Nelson,18.4,313.5,Snapchat,2024-05-16 06:46:14
Adam,Cohen,53.69,373.99,Twitter,2024-02-22 20:23:30
Rhonda,Donaldson,44.41,243.92,Facebook,2023-06-30 13:50:43
Bethany,Clarke,21.39,143.21,TikTok,2023-12-23 18:24:21
Joseph,Turner,77.81,290.85,Snapchat,2024-04-06 13:32:14
Angela,Mason,30.42,182.4,Snapchat,2024-02-28 01:48:58
Maria,Wilson,13.79,347.21,Twitter,2023-11-12 13:57:27
William,Gray,35.66,285.18,Instagram,2023-11-11 01:10:50
Daniel,Henderson,49.98,483.24,WhatsApp,2024-02-17 04:30:16
Andrew,Alvarado,85.15,82.69,WhatsApp,2023-07-18 23:20:24
Jeffrey,Vasquez,59.65,80.9,Instagram,2023-06-14 19:28:34
Kimberly,Munoz,20.95,78.68,WhatsApp,2024-02-06 13:55:00
Anthony,Reed,63.05,452.14,WhatsApp,2023-11-23 02:21:08
Katherine,Griffin,79.93,302.65,Facebook,2023-11-25 01:42:40
Tiffany,Wilson,50.05,103.97,WhatsApp,2023-10-02 09:16:19
Kyle,Perez,13.8,151.51,Facebook,2023-09-26 21:31:15
Lauren,Smith,13.16,351.16,YouTube,2023-10-16 21:59:47
Paul,Romero,1.7,301.01,Facebook,2023-11-28 13:02:32
George,Willis,13.18,102.22,WhatsApp,2023-09-08 03:03:05
Amanda,Gray,38.24,72.99,Facebook,2023-08-19 21:56:01
Sean,Watson,89.62,53.23,Instagram,2024-03-20 03:42:52
Christopher,Avila,71.95,440.55,Instagram,2024-05-26 12:46:32
Sherry,Carpenter,17.87,72.42,Snapchat,2024-01-12 16:16:15
Stephanie,Dunn,71.36,155.04,Instagram,2023-09-24 07:06:14
Amy,Sanchez,86.69,191.79,Instagram,2023-11-28 22:20:19
Jack,Silva,59.21,16.01,Twitter,2024-03-25 21:24:53
Erika,Thomas,17.53,173.52,Facebook,2023-09-18 22:41:32
John,Allison,9.21,42.63,WhatsApp,2023-06-25 11:42:57
Dorothy,Gomez,28.97,390.43,Facebook,2023-09-11 01:27:33
Valerie,Cooley,28.11,263.88,WhatsApp,2023-11-29 02:52:48
Joel,Clements,75.85,336.79,WhatsApp,2023-07-10 05:46:33
Brittany,Lee,53.38,436.4,YouTube,2024-03-27 07:45:08
Melissa,Reyes,38.98,112.31,Twitter,2023-09-15 21:47:43
Maxwell,Moore,34.39,358.69,Twitter,2023-06-30 08:55:25
Katie,Sanchez,6.74,204.24,Facebook,2024-05-05 22:31:44
Tara,Sullivan,90.2,110.39,Facebook,2024-02-04 21:04:33
Jerry,Colon,29.55,67.41,Snapchat,2024-03-08 15:04:33
Stacy,Johnson,4.69,369.11,YouTube,2023-10-02 15:07:23
Joseph,Wilson,89.35,387.1,Twitter,2024-03-02 07:26:53
Lauren,Gibson,25.8,296.46,Instagram,2023-12-09 01:06:20
Joseph,Turner,57.44,484.97,TikTok,2024-04-16 06:01:57
Trevor,Roberts,21.48,206.33,YouTube,2024-04-06 08:10:29
Thomas,Avila,54.99,478.44,Twitter,2023-10-23 17:54:57
Brandy,Holmes,97.33,115.38,TikTok,2024-05-08 18:21:21
Clinton,Smith,48.41,92.89,Twitter,2023-06-07 14:47:58
Derek,Ellis,9.88,307.47,YouTube,2023-11-09 23:06:25
Mary,Schaefer,77.5,0.51,Instagram,2023-10-01 12:31:09
Andrew,Smith,34.19,266.72,TikTok,2024-02-25 14:26:40
Erica,Reynolds,62.2,243.14,TikTok,2023-12-20 12:44:21
Elizabeth,Henderson,8.66,294.47,YouTube,2023-11-13 09:44:56
Ryan,Allen,86.92,376.48,WhatsApp,2023-06-27 01:12:41
James,Campbell,45.37,239.27,TikTok,2023-09-02 06:24:50
Paul,Weber,57.68,456.32,TikTok,2023-10-14 23:35:57
Steven,Armstrong,38.49,479.48,TikTok,2023-12-09 02:58:46
Shannon,Edwards,72.78,243.66,TikTok,2023-10-02 22:39:22
Tyler,Peterson,77.66,392.35,Instagram,2023-11-24 22:46:42
Jill,Lowe,52.31,380.73,WhatsApp,2023-07-16 04:44:40
Susan,Weber,90.91,297.74,Facebook,2023-06-24 13:14:07
Antonio,Marshall,46.83,9.09,YouTube,2023-08-07 00:56:25
Maureen,Miller,98.65,241.73,TikTok,2023-07-03 03:10:30
Stephen,Navarro,22.03,66.05,Twitter,2023-07-08 22:40:33
Nicholas,Patton,16.46,255.43,WhatsApp,2024-03-05 19:36:13
Nicole,Duncan,92.12,11.34,Facebook,2023-09-24 10:38:29
Eric,Hernandez,47.39,372.65,Facebook,2024-03-25 05:40:36
Antonio,Gilmore,32.44,202.49,TikTok,2023-10-09 08:14:24
Jessica,Baker,39.4,294.97,WhatsApp,2024-03-21 19:05:46
Jessica,Floyd,59.39,256.99,TikTok,2023-08-25 14:00:22
James,Green,27.73,250.87,TikTok,2024-03-16 03:01:09
Kristin,Frye,90.16,236.64,Snapchat,2023-09-04 02:25:30
Michael,Smith,9.72,88.02,WhatsApp,2023-09-09 13:01:32
Kevin,Graham,99.77,7.37,Instagram,2023-11-25 14:31:51
Russell,Hines,1.55,496.86,Twitter,2024-05-21 10:33:53
Sara,Webb,42.77,222.38,TikTok,2023-12-16 05:58:08
Amber,Carr,98.3,264.94,TikTok,2023-10-17 06:25:47
Peter,Clark,18.89,457.0,Snapchat,2024-05-22 18:44:52
Timothy,Johns,92.47,96.52,Instagram,2024-01-31 05:37:05
Nicole,Walker,14.08,418.95,Facebook,2024-04-07 06:02:53
Paige,Clark,59.43,104.95,Snapchat,2023-07-05 11:28:42
Gregg,Wilson,46.81,284.96,Facebook,2023-12-17 01:10:13
Justin,Potter,35.39,448.79,Instagram,2023-09-19 06:35:17
Eric,Gardner,35.68,22.99,Twitter,2024-02-20 07:27:51
Veronica,Jones,69.01,110.24,Twitter,2023-11-07 06:26:08
Todd,Fox,86.48,320.9,YouTube,2024-02-18 06:19:05
Peter,Williams,96.4,6.65,Instagram,2023-11-18 23:31:54
Joseph,Sanchez,43.84,417.74,Facebook,2023-09-03 11:04:20
Kerri,Bailey,92.73,99.41,Instagram,2024-01-24 20:31:17
Betty,Carr,34.22,377.46,YouTube,2023-09-03 21:31:59
Louis,Dixon,50.7,236.08,WhatsApp,2024-03-14 21:26:38
Sandra,Hoover,96.57,348.85,Snapchat,2024-04-18 11:28:53
Jeremy,Haley,45.28,287.1,Snapchat,2023-12-31 19:05:23
Martin,Evans,49.53,214.24,Instagram,2023-08-03 03:32:19
Ryan,Atkinson,95.73,28.83,YouTube,2023-10-13 10:25:25
Jeff,Little,95.35,107.72,WhatsApp,2023-07-16 15:30:47
Travis,Morse,99.04,460.45,TikTok,2023-12-05 19:12:29
Alicia,Jensen,45.75,238.87,Snapchat,2023-07-03 08:47:34
Sydney,Mccall,84.6,275.28,Twitter,2023-10-29 19:46:39
Felicia,Austin,92.5,32.94,YouTube,2023-11-24 22:34:18
Megan,Williams,20.84,87.68,TikTok,2023-08-24 23:45:36
Tammy,Daniels,89.65,229.71,Snapchat,2024-02-09 19:17:21
Julie,Alexander,45.59,326.23,Snapchat,2023-10-07 09:04:22
Mary,Banks,73.06,259.93,Twitter,2023-08-02 01:47:52
Mary,Guerra,23.68,330.65,Twitter,2024-02-11 03:08:13
Christopher,Burnett,1.89,466.15,Snapchat,2024-01-25 09:43:02
Kaitlyn,Mcdonald,42.81,428.84,YouTube,2024-01-17 06:54:00
Kathleen,Jones,18.99,402.78,TikTok,2024-04-17 01:24:51
Sharon,Gonzalez,89.41,252.51,Instagram,2023-09-04 12:19:09
William,Crawford,97.1,468.62,Twitter,2023-12-10 23:10:01
Elizabeth,Torres,75.14,245.97,Twitter,2024-01-05 20:45:27
Jesse,Parker,54.82,191.24,Snapchat,2024-01-20 08:28:40
Carmen,Griffin,16.43,91.88,TikTok,2024-01-16 17:47:10
Kelly,Scott,97.83,473.02,Instagram,2024-04-14 01:03:15
Shelly,Howe,61.44,437.86,Instagram,2023-09-14 17:53:57
Rebecca,Shepherd,41.69,345.8,YouTube,2024-03-17 02:39:02
Christy,Thomas,71.82,309.26,Twitter,2023-09-19 20:10:33
Adam,Gordon,4.94,382.08,Instagram,2023-07-07 13:54:16
Sean,Moore,93.12,473.46,Facebook,2023-10-11 11:27:54
William,Wilson,20.7,188.45,Twitter,2024-02-23 04:18:43
Kimberly,Anderson,14.25,483.36,WhatsApp,2023-10-18 08:57:47
Taylor,Johnson,35.68,261.58,Snapchat,2024-02-08 02:37:29
Joshua,West,89.96,354.83,Twitter,2023-08-31 21:12:43
Elizabeth,Kim,43.59,42.86,YouTube,2023-11-17 16:37:22
Chad,Cox,7.69,14.62,TikTok,2023-08-30 23:03:38
George,Thompson,40.14,60.72,Instagram,2024-02-17 21:30:00
Mark,Strong,34.39,430.55,WhatsApp,2023-09-09 06:31:42
Robert,Mathis,97.3,245.08,YouTube,2024-05-13 09:10:48
Jason,Ward,1.05,24.88,Snapchat,2024-02-24 07:05:44
Gregory,Chavez,13.99,375.32,Instagram,2023-09-17 12:40:57
Jacqueline,Taylor,75.78,258.11,Twitter,2024-01-21 07:42:15
Ashley,Miller,19.29,300.4,Facebook,2023-09-15 11:30:34
Jennifer,Anderson,77.21,236.67,Instagram,2024-05-20 19:01:02
Samantha,Bailey,7.32,321.4,TikTok,2024-04-12 10:30:31
Gina,Duke,47.96,431.29,Instagram,2023-08-29 08:26:43
Kenneth,Calhoun,47.44,410.82,Snapchat,2024-05-09 15:47:02
Tracy,Garza,53.67,37.07,Snapchat,2023-07-02 23:10:11
Elizabeth,Mcgrath,90.78,474.18,TikTok,2024-01-22 15:53:47
Kevin,Thompson,49.63,381.29,Facebook,2024-03-16 14:14:44
Timothy,Ramos,4.18,48.1,YouTube,2024-01-20 17:12:27
Ryan,Smith,19.09,18.84,TikTok,2024-05-12 20:19:29
Olivia,Garcia,8.11,209.95,Instagram,2023-08-08 21:40:13
Erica,Williamson,13.27,249.8,Instagram,2023-07-05 07:09:41
April,Valdez,98.93,82.39,Twitter,2024-01-27 21:45:43
Jerry,Mccall,60.16,188.41,TikTok,2024-04-23 23:33:48
Dale,Moore,42.53,26.45,Twitter,2023-07-31 08:58:12
Steven,Hernandez,70.2,251.28,Facebook,2023-07-27 07:18:19
Justin,Edwards,34.69,359.35,Twitter,2024-04-28 22:43:11
Brian,Romero,46.7,44.23,YouTube,2024-03-13 08:26:14
Amy,Marquez,54.6,102.11,WhatsApp,2024-05-01 19:38:49
Peter,Klein,70.69,334.79,Twitter,2023-07-03 05:49:29
Steve,Haney,52.69,14.26,Facebook,2023-07-14 16:32:45
Mary,Walker,32.16,428.39,Twitter,2023-12-13 19:56:18
Caroline,Gray,21.87,236.39,Facebook,2023-11-03 11:55:32
William,Miller,86.79,54.55,Snapchat,2024-02-11 23:56:21
Daniel,Rivera,81.78,439.98,TikTok,2023-11-29 11:32:47
Kenneth,Acosta,94.1,93.0,Instagram,2024-02-28 14:49:55
Stephanie,Brewer,93.98,171.14,Twitter,2023-12-14 07:47:13
Victoria,Marquez,24.34,22.95,Snapchat,2024-01-27 16:30:24
Valerie,Whitehead,15.7,325.47,WhatsApp,2023-12-28 08:27:50
Jacob,West,24.54,448.29,WhatsApp,2023-09-26 18:52:33
Angela,Taylor,36.92,447.23,WhatsApp,2024-05-05 18:04:24
Kim,Bates,33.51,4.87,TikTok,2023-09-04 23:17:41
Lisa,Patterson,16.58,332.36,YouTube,2023-12-25 02:33:15
Renee,Hebert,2.02,446.42,Twitter,2024-01-27 20:19:49
Mark,Gray,33.51,103.68,Facebook,2024-03-21 23:06:17
Judith,Owens,26.38,174.72,WhatsApp,2023-07-15 16:36:31
Anthony,Riley,53.95,176.47,TikTok,2024-05-10 08:54:12
Walter,Reyes,73.52,449.76,WhatsApp,2023-06-16 17:12:02
Nathaniel,Carter,22.98,180.28,TikTok,2024-05-02 10:46:34
Joseph,Robinson,35.57,274.27,Twitter,2023-07-19 17:12:49
Hailey,Vargas,2.59,244.95,Twitter,2024-04-01 21:47:49
Raymond,Taylor,22.12,348.05,WhatsApp,2024-03-02 14:24:59
Stephen,Banks,86.34,257.74,Snapchat,2023-09-07 08:05:43
Clinton,Hunt,73.2,427.63,WhatsApp,2023-08-07 08:59:24
Lee,Martin,53.86,464.4,WhatsApp,2023-10-31 09:36:59
Christine,Barnett,18.78,219.13,Snapchat,2023-07-24 04:10:03
Stephen,Santos,82.32,296.13,WhatsApp,2024-01-14 02:16:28
Lisa,Whitaker,97.62,251.82,YouTube,2023-07-30 05:49:01
Norman,Mckee,85.31,201.67,YouTube,2023-12-21 14:17:16
Kristin,Coleman,66.65,364.55,Snapchat,2024-02-13 03:10:47
David,Martinez,2.11,58.97,Twitter,2023-06-24 16:09:30
Patrick,Stevens,31.8,313.78,TikTok,2023-11-14 18:55:18
Gabriel,Adams,26.46,155.84,YouTube,2024-01-30 19:07:29
Nicole,Sanders,69.3,445.22,Snapchat,2024-02-06 05:23:23
Richard,Armstrong,76.71,93.89,Snapchat,2024-04-11 19:14:41
Dana,Molina,60.97,24.29,Snapchat,2024-02-20 21:06:53
Michael,Jones,45.95,41.65,Twitter,2024-04-16 03:59:13
Jennifer,Guerrero,64.91,154.01,Twitter,2023-12-14 20:28:09
Brian,Erickson,28.36,485.0,WhatsApp,2024-03-07 14:27:21
Candice,Ray,52.91,194.59,Snapchat,2023-08-12 21:55:39
Mary,Hernandez,35.59,228.47,Instagram,2024-04-10 21:59:11
