First Name,Last Name,Network Provider,Total Data (GB),Age
Austin,Owen,AT&T,7.139895,25
Cassandra,Grant,Verizon,0.858359,68
Justin,Taylor,Sprint,9.363868,87
Kayla,Cox,Verizon,3.915624,79
Nathan,Neal,Verizon,9.203577,80
Nicole,Stone,AT&T,9.056594,35
Brandon,Livingston,AT&T,7.192856,54
Todd,Smith,AT&T,1.245542,77
Rachael,Perry,Verizon,8.735719,30
Matthew,Bryant,AT&T,9.726469,68
William,Christensen,AT&T,0.836359,85
Alexis,Garcia,Verizon,3.116167,59
Connor,Kent,AT&T,0.976332,52
Kyle,Young,Sprint,6.000681,57
Megan,Perez,T-Mobile,7.903603,55
Diane,Gonzales,Verizon,9.597691,47
Jody,Jefferson,T-Mobile,4.973103,41
Gina,Reilly,T-Mobile,4.589896,63
Sandra,Mullins,Verizon,9.643483,31
Carl,Lawson,T-Mobile,3.435943,25
Kathleen,Martin,Verizon,1.617981,77
Sarah,Montgomery,T-Mobile,4.135514,96
Jay,Hernandez,Sprint,3.030848,58
Rachael,Anderson,T-Mobile,6.405387,21
Diane,Ward,AT&T,4.706305,68
Christina,Barrera,T-Mobile,9.366587,66
Kaitlyn,Garrison,T-Mobile,7.32161,27
Amanda,Crosby,T-Mobile,3.821647,18
Mark,King,Sprint,6.238174,22
William,Daniels,Verizon,4.636686,19
Gregory,Ho,T-Mobile,4.006163,84
Tommy,Smith,AT&T,0.872097,51
Troy,Alexander,Verizon,9.95232,56
Tracy,Castillo,T-Mobile,8.735879,94
Nicole,Barber,T-Mobile,3.217476,26
Jeremy,Bernard,T-Mobile,0.903687,75
Mark,Martinez,Verizon,8.100241,46
Wesley,Thomas,T-Mobile,4.311055,36
Rachel,Martinez,Sprint,3.673378,67
Jessica,Goodman,T-Mobile,5.270307,38
Jeffrey,Davis,AT&T,2.523397,34
Jeremy,Brown,T-Mobile,2.020325,32
Amber,Hernandez,T-Mobile,1.212762,70
Nancy,Foster,T-Mobile,0.593467,70
Jeremy,Hammond,Sprint,6.155234,37
Timothy,Gordon,Sprint,7.553016,32
Randall,Shepard,AT&T,9.578789,57
Valerie,Wright,T-Mobile,5.770813,20
Amanda,Ferrell,AT&T,8.95184,60
Hannah,Cooper,Verizon,8.434246,91
Toni,Valenzuela,AT&T,6.272379,62
Joseph,Bass,Verizon,0.787846,78
Jose,Wood,AT&T,2.703636,25
Jocelyn,Douglas,Verizon,3.989025,44
Tanner,Herrera,Verizon,0.518672,85
Suzanne,Marshall,Verizon,2.602427,40
Joseph,Ryan,Verizon,3.069071,65
Jasmin,Randall,Sprint,9.34947,45
Megan,Mayer,Verizon,9.36841,92
Melissa,Larson,AT&T,7.448983,48
Katherine,Miller,Verizon,4.60696,37
Robin,Nguyen,AT&T,0.820046,92
Christopher,Diaz,AT&T,9.31833,25
Kari,Harvey,Sprint,8.89857,20
Patricia,Lopez,T-Mobile,5.971237,80
Kathleen,Hebert,Verizon,4.22861,42
Tina,Singleton,Sprint,6.398676,38
Marcus,Lutz,T-Mobile,9.273399,43
Mark,Lara,T-Mobile,8.041375,20
Sarah,Jimenez,AT&T,3.514876,68
Christopher,Hayes,AT&T,5.18313,94
Riley,Jensen,T-Mobile,2.316109,99
Ronald,Rivera,AT&T,5.265587,64
Troy,Butler,Sprint,9.175772,75
Christopher,Wood,Sprint,1.403757,49
Elizabeth,Hill,AT&T,4.442828,34
Karen,Lucero,Sprint,6.877196,40
Lori,Johnson,Verizon,4.44488,40
Michele,Johnson,Sprint,5.833805,86
Billy,Wolf,AT&T,8.706985,75
Theresa,Davis,Sprint,5.70232,65
Jonathon,Wagner,Sprint,2.32741,33
Terri,Potter,Sprint,4.662731,19
Deborah,Reid,Sprint,2.936391,24
Candice,Elliott,T-Mobile,4.545347,29
Jonathan,Lee,Sprint,9.927405,98
Amy,Gamble,T-Mobile,7.002871,37
Kevin,Miranda,AT&T,9.997679,79
Brittany,Doyle,Sprint,0.66799,19
Annette,Taylor,Sprint,3.773984,68
Xavier,Davila,Verizon,0.850933,83
Christopher,Beck,Sprint,6.900251,29
Jenny,Johnson,AT&T,8.445488,65
Paul,Huerta,Sprint,1.210933,21
Wanda,Medina,T-Mobile,1.219747,85
Heidi,Walls,T-Mobile,9.97431,81
Kathryn,Ramsey,Verizon,9.070221,26
Michael,Sullivan,Sprint,1.445095,50
Sara,Green,Sprint,2.197974,94
Christopher,Griffin,Sprint,5.723327,71
Roger,Sanchez,Verizon,7.444205,77
Peter,Reyes,AT&T,5.452432,50
Amy,Brown,T-Mobile,7.732763,38
Gregory,Anderson,Sprint,1.971291,95
Mary,Owen,T-Mobile,2.150215,19
Elizabeth,Cortez,Verizon,2.477219,66
Miranda,Rivas,Sprint,2.750656,56
Darren,Baker,AT&T,0.898506,23
Hannah,Mack,Verizon,7.361134,98
Allison,Young,AT&T,9.777595,22
Cory,Holland,Verizon,7.161692,29
Joel,Shannon,Sprint,3.366522,48
Bradley,Young,Sprint,7.354321,28
Larry,White,Verizon,8.261748,100
Laura,Garcia,AT&T,4.158297,47
William,Garcia,Verizon,7.932709,60
Steven,Fuentes,T-Mobile,6.770489,40
Billy,Sullivan,AT&T,4.67962,68
Amanda,Armstrong,AT&T,1.215172,19
Travis,Lopez,Verizon,4.065251,99
Andrew,Pruitt,Verizon,4.169933,62
Gary,Miller,Sprint,8.648827,62
Jenna,Spencer,AT&T,6.233356,38
Katelyn,Martinez,AT&T,4.108263,70
Kimberly,Robles,Verizon,5.490782,67
Matthew,Smith,T-Mobile,5.13748,47
Amy,Hamilton,Verizon,1.202576,92
Andrew,Brown,Verizon,8.228898,51
Kimberly,Mcdonald,AT&T,0.845224,22
Richard,Bowen,Verizon,7.623863,79
Drew,Parker,Sprint,3.535372,83
Jesus,Haynes,Verizon,9.62066,47
Timothy,Howard,Sprint,4.874235,40
Kimberly,Brown,Verizon,0.727512,53
Tiffany,Church,AT&T,1.049142,26
Sean,Bailey,Sprint,1.186775,34
Levi,Howard,Verizon,8.515441,99
Scott,Soto,Verizon,6.837504,33
Bridget,Dominguez,T-Mobile,7.346923,26
John,Wagner,AT&T,5.491273,53
Randy,Jones,Sprint,8.822252,58
Holly,Carlson,AT&T,9.646552,68
Alexander,Ramirez,AT&T,3.733669,67
Ashley,Blankenship,T-Mobile,8.11142,33
Joshua,Merritt,Sprint,0.711862,68
Faith,Cain,Verizon,8.474694,64
James,Ryan,Sprint,6.309509,100
Jessica,Solis,T-Mobile,9.761657,79
Glenn,Watson,AT&T,3.807145,48
Benjamin,Thomas,Verizon,6.645994,92
Victor,Lawrence,T-Mobile,2.531908,40
Steve,Jordan,Verizon,5.685538,88
Stephanie,Roy,Sprint,3.411933,38
Alexis,Diaz,Verizon,6.282354,65
Molly,Stewart,T-Mobile,2.097944,91
David,Everett,T-Mobile,4.559153,18
Christopher,Dorsey,AT&T,7.357733,74
Stephen,Bowman,Verizon,4.350526,98
Erik,Lin,T-Mobile,2.47025,33
Dana,Kennedy,Sprint,4.135009,88
Jessica,Hull,Sprint,7.084003,46
Ashley,Miller,AT&T,6.69499,79
Christine,Johns,AT&T,7.989666,81
Anthony,Abbott,Sprint,9.684747,45
Travis,Thomas,T-Mobile,5.26097,48
Deanna,Adams,Verizon,6.828357,66
Christian,Vega,Verizon,9.29572,31
Amber,Bruce,Verizon,4.230516,73
Scott,Chung,Sprint,3.222169,43
Jessica,Patterson,T-Mobile,1.84487,44
Kimberly,Mccormick,Verizon,2.906273,58
Heidi,Alvarez,Sprint,6.701693,63
Anita,Stokes,AT&T,1.116726,20
Jessica,Leon,Sprint,2.03732,71
Shannon,Garcia,T-Mobile,7.725712,48
Gerald,Preston,Verizon,1.472016,97
Nathaniel,Blake,Verizon,3.50161,72
Jean,Flores,Sprint,9.045614,31
George,Perez,Sprint,9.711568,22
Sarah,Frey,T-Mobile,9.570822,27
Angel,Smith,Verizon,4.501549,95
Lauren,Whitaker,Sprint,6.788308,98
Ryan,Jensen,Sprint,2.691758,50
Tanya,Blake,T-Mobile,3.001926,49
Kerri,Bates,AT&T,2.696653,74
Tamara,Bowen,Verizon,7.32898,68
Christopher,Fletcher,AT&T,4.258024,90
John,Allen,T-Mobile,1.319597,95
Robin,Hawkins,Verizon,8.18768,25
Thomas,Moon,Sprint,5.273952,76
Tiffany,Ramirez,T-Mobile,4.499922,73
Sharon,Palmer,Verizon,9.343553,94
John,Lee,Verizon,5.539261,75
Chris,Rodgers,AT&T,8.819479,72
Erica,Wang,Verizon,8.462526,34
Aaron,Martinez,AT&T,2.532056,52
Craig,Wright,AT&T,4.892256,85
Levi,Montoya,T-Mobile,3.643121,69
Jason,Rogers,Sprint,4.005496,60
Patricia,Smith,AT&T,3.461739,98
Melanie,Hanna,T-Mobile,1.732196,30
James,Henson,Verizon,5.81194,34
Chris,Mejia,T-Mobile,9.870744,70
Marissa,Gonzales,T-Mobile,7.548271,57
Katherine,Tanner,Sprint,4.582238,29
Janet,Anderson,Verizon,6.975111,81
Nicholas,Hunter,Verizon,4.515535,79
Cody,David,Sprint,7.075787,29
David,Patterson,T-Mobile,1.919892,31
Molly,Obrien,AT&T,6.197062,36
Patricia,Parsons,T-Mobile,8.910766,37
Richard,Padilla,Sprint,3.336746,41
Walter,Drake,T-Mobile,4.524025,57
Robert,Baker,Sprint,1.819168,84
Alexander,Pugh,Verizon,6.532835,99
Michelle,Lester,Sprint,8.423751,62
Mark,Lee,T-Mobile,1.04394,78
Jessica,Hartman,T-Mobile,6.020725,91
Kevin,Thompson,Verizon,3.734554,60
Sabrina,Paul,Sprint,7.54308,57
Austin,Taylor,T-Mobile,4.157695,22
Kimberly,Bray,Sprint,6.357665,95
Jillian,Bentley,Verizon,3.138157,98
Brandon,Gay,T-Mobile,2.607143,48
Shawn,Mitchell,T-Mobile,5.813915,65
James,Jones,T-Mobile,2.232285,25
Jacob,Gonzales,Verizon,6.444553,72
Christopher,Rodriguez,AT&T,8.714593,43
Michelle,Roth,Verizon,3.56454,52
Laura,Le,Sprint,2.933419,97
Sharon,Lang,T-Mobile,4.305269,67
Lauren,Pratt,Sprint,2.833124,82
Kathy,Wiley,T-Mobile,8.726963,32
Gavin,Taylor,Sprint,6.449238,57
Brandy,Harvey,Verizon,4.534425,91
Stephanie,Wade,Verizon,1.771409,43
Austin,Woods,Verizon,9.271805,53
Cristina,Moore,T-Mobile,7.813876,87
Thomas,Sanchez,AT&T,5.552422,95
Amy,Martinez,AT&T,1.45257,70
Christopher,King,AT&T,7.02954,97
James,Clements,T-Mobile,1.79926,82
Nicholas,Hoffman,AT&T,3.695094,88
Desiree,Lozano,Verizon,8.72371,70
Jacqueline,Garner,Verizon,7.336241,58
Kimberly,Collins,T-Mobile,5.710204,73
Kevin,Romero,Verizon,4.687846,62
Diane,Key,Verizon,4.294293,75
Brianna,Benson,Verizon,1.136362,48
Joann,Edwards,Verizon,5.582478,36
Michael,Williams,Sprint,2.920574,40
Kim,Moore,AT&T,7.830585,49
Timothy,Webb,Verizon,2.008357,36
Juan,Russell,T-Mobile,9.086861,98
Raymond,Lynn,Sprint,3.550532,48
Matthew,Gilmore,Verizon,3.9061,72
Vanessa,Peterson,Sprint,2.560997,82
Jennifer,Weaver,Verizon,6.522591,66
Jessica,Diaz,AT&T,6.730809,19
Melissa,Carter,Sprint,4.971644,56
Renee,Bush,Sprint,7.194884,75
Michael,Hancock,Verizon,8.264152,55
Steven,Carter,T-Mobile,4.437548,38
Allen,Johnson,Verizon,8.244327,31
Christina,Kim,T-Mobile,9.794365,40
Andrew,Vega,Sprint,7.890918,36
Joseph,Jenkins,AT&T,2.744763,91
Lauren,Davis,Sprint,6.788165,99
Ryan,Griffin,AT&T,8.042088,67
Brooke,Perry,AT&T,4.190242,55
Dawn,Nelson,T-Mobile,9.264566,87
Robert,Brady,Sprint,9.104336,41
Cynthia,Keller,Verizon,8.124366,84
Steven,Strickland,AT&T,9.596015,60
Blake,Rogers,Verizon,4.128965,55
Susan,Payne,AT&T,8.190793,42
Steven,Summers,AT&T,4.433234,99
Zachary,Cortez,AT&T,7.030898,48
Vanessa,Beck,AT&T,5.326898,38
Michelle,Villanueva,Verizon,3.898357,29
Amy,Hernandez,AT&T,5.568244,67
Jennifer,Howe,Sprint,5.053873,49
Joshua,Hughes,Verizon,0.668222,54
Holly,Cohen,T-Mobile,6.19749,34
Judith,Nichols,Sprint,5.814602,96
Brianna,Marshall,Verizon,6.600641,92
Melissa,Wright,Sprint,5.932314,85
Ashley,Thomas,Sprint,8.357701,81
Steven,Wilson,Sprint,9.957384,63
Lisa,Turner,Sprint,4.286066,97
Donald,Hickman,AT&T,0.986849,61
Jacob,Carlson,AT&T,6.564305,47
Anthony,Oliver,Verizon,2.671547,48
Alexandra,Mcknight,AT&T,1.981025,26
Tonya,Lopez,T-Mobile,2.579108,73
Michael,Spencer,Sprint,1.190365,67
Karen,Davis,AT&T,2.95625,59
Jacqueline,Rose,T-Mobile,7.040052,62
Randall,Salazar,Verizon,8.193783,75
Nichole,Becker,AT&T,7.552933,25
Tracy,Walker,T-Mobile,4.772352,72
Katrina,Navarro,T-Mobile,8.832883,39
Timothy,Escobar,Sprint,6.097304,49
Jose,Barrett,Verizon,3.385376,18
Lee,Wilson,Verizon,5.811559,18
Jerry,Frost,Sprint,0.551065,25
Elizabeth,Mills,AT&T,1.203024,79
Alexis,Lin,T-Mobile,2.184082,95
Joseph,Ward,T-Mobile,8.905692,25
Shelby,Huber,AT&T,1.237384,98
Kimberly,Malone,Verizon,9.176628,26
Matthew,Mckinney,T-Mobile,2.358862,71
Diana,Gray,AT&T,9.496779,23
Maria,Marks,Sprint,3.906306,76
Christopher,Mccoy,Sprint,1.742985,79
Brian,Adkins,AT&T,3.758465,21
William,Long,Verizon,1.673064,38
Paige,Ortega,T-Mobile,9.119955,89
Sandra,Logan,Verizon,1.971931,53
Craig,Vargas,T-Mobile,7.207656,24
Daniel,Dixon,T-Mobile,1.177103,100
David,Barron,T-Mobile,4.436826,48
Ronald,Lucas,Sprint,6.727628,22
Christopher,Riddle,T-Mobile,6.831391,98
Robert,Sweeney,Sprint,5.09292,95
Diane,Weaver,Verizon,8.709131,75
Anthony,Roberts,Verizon,9.843734,80
Jaclyn,Reed,AT&T,6.252548,33
Mark,Bennett,AT&T,4.279703,58
Jacob,Burgess,Sprint,2.824941,44
Gerald,Baker,T-Mobile,9.991597,90
Trevor,Bailey,Sprint,0.95693,60
Jessica,Irwin,Verizon,6.806716,19
Richard,Bennett,Sprint,6.468571,61
Wendy,Mendoza,T-Mobile,9.77167,32
Ryan,Lyons,Verizon,6.873092,88
Amber,Mcknight,T-Mobile,0.855589,88
Cory,Romero,Sprint,8.779637,72
Tommy,Woodward,Sprint,3.253009,70
James,Ortiz,AT&T,3.064842,27
Heather,Watson,Verizon,1.78001,54
Curtis,Hall,T-Mobile,9.093504,74
Steven,Phillips,Verizon,2.829898,39
Jacob,Stewart,AT&T,7.108814,53
David,Golden,T-Mobile,6.694543,50
Andrew,Hunter,Sprint,3.804755,64
John,Hall,AT&T,2.223598,75
Linda,Simmons,AT&T,9.728036,27
Sabrina,Tran,Sprint,3.410874,99
Eddie,James,T-Mobile,7.118434,56
Melissa,Cain,Sprint,4.525178,42
Sarah,Schaefer,T-Mobile,6.222582,48
Jordan,Horn,Sprint,0.751591,63
Sarah,Scott,AT&T,3.443421,45
Chelsea,Patterson,Sprint,1.649072,42
Darius,Bennett,AT&T,4.961699,35
Tina,Chen,Sprint,4.513284,31
James,Zimmerman,Sprint,3.636957,48
Larry,Edwards,T-Mobile,9.694544,45
Marissa,King,AT&T,9.242502,94
Gregory,Harris,AT&T,9.408655,56
Carla,Smith,Verizon,6.994734,78
Katherine,Thomas,Sprint,4.124165,75
Patrick,Ortiz,Verizon,2.1215,27
Eric,Edwards,Verizon,4.325485,26
Karen,Pennington,AT&T,1.316269,96
Chelsea,Williams,AT&T,3.196131,52
Thomas,Hopkins,Verizon,2.03625,84
David,Aguilar,Verizon,5.535566,51
Richard,Brown,AT&T,3.481079,37
Heather,Lambert,T-Mobile,7.833783,50
David,Morales,T-Mobile,1.583346,43
Mary,Moore,Verizon,1.671515,44
Alexis,Bradley,AT&T,8.361574,39
David,Stevens,T-Mobile,9.786904,31
Renee,Stephens,Sprint,0.585464,54
Tina,Mason,T-Mobile,3.835758,42
Deborah,Harmon,AT&T,8.202403,96
Rebecca,Stewart,AT&T,8.068453,95
Shaun,Fox,Verizon,1.53418,80
Linda,Townsend,T-Mobile,7.416393,41
Jeffrey,Lynch,AT&T,9.15601,64
Michael,Jones,AT&T,7.125898,40
Christopher,Baldwin,T-Mobile,8.338401,96
Tiffany,Rodriguez,Sprint,7.670909,56
Megan,Dalton,Verizon,9.241803,31
Scott,Mendoza,Verizon,6.098025,91
Michael,Brown,Sprint,1.701088,78
Melissa,Allen,AT&T,5.536667,23
Gregory,Gordon,Sprint,5.64141,80
Andrew,Moreno,Sprint,8.82281,45
Lindsay,White,AT&T,6.943117,92
Jared,Gray,AT&T,5.058421,64
Christine,Meadows,Verizon,6.629536,99
Cheryl,Roth,AT&T,9.178808,87
Debra,Santos,Sprint,8.418382,46
Tami,Stafford,T-Mobile,8.964612,30
Renee,Tyler,Verizon,1.884104,72
Daniel,Watkins,AT&T,6.977975,68
Casey,Lucas,Sprint,5.324028,46
Regina,Mckee,T-Mobile,2.042277,38
Dustin,Schultz,Verizon,2.516993,70
Michael,Miller,T-Mobile,2.025853,50
Alexander,Jackson,T-Mobile,3.17217,61
Susan,Bush,AT&T,2.816586,88
Joshua,Randall,Sprint,8.68086,92
Michaela,Smith,T-Mobile,5.488214,40
Whitney,Davis,Verizon,1.495778,82
Benjamin,Wood,T-Mobile,0.527772,100
Anthony,Lawrence,T-Mobile,2.561715,78
Robert,Rogers,T-Mobile,4.880644,80
Kenneth,Lara,T-Mobile,4.982293,28
Jeremy,Sanchez,T-Mobile,7.621873,23
Jennifer,Norman,Sprint,7.191913,89
Megan,Owens,T-Mobile,5.571936,26
Marcus,Wilson,AT&T,5.759561,69
Jennifer,Young,Sprint,7.956224,94
Oscar,Rowland,Verizon,9.318595,63
Anthony,Perez,T-Mobile,4.90554,64
Lori,Buckley,T-Mobile,1.808498,83
Tammy,Price,T-Mobile,3.947062,24
Leonard,Medina,T-Mobile,9.800442,46
John,Morrison,Verizon,7.842132,99
Tanya,Johnson,Sprint,7.584895,22
Stefanie,Sullivan,Verizon,8.983611,73
Alicia,Meyer,AT&T,7.92298,85
Christina,Rhodes,AT&T,8.148057,75
Sherri,Cuevas,Verizon,1.351512,41
Beth,Ramirez,Verizon,3.45078,100
Jacob,Crawford,Verizon,2.060778,51
Marie,Wiggins,T-Mobile,5.866783,33
Lisa,Smith,T-Mobile,7.433128,94
Sergio,Wilson,Verizon,7.038649,68
Michelle,Stewart,Verizon,8.06574,83
Christopher,Garcia,AT&T,1.991068,76
Katelyn,Kim,T-Mobile,2.361767,55
Timothy,Mcconnell,AT&T,6.069772,66
Jessica,Hayes,T-Mobile,4.143751,21
Brittney,Ramirez,Verizon,5.663564,96
Edward,Carter,Verizon,6.504046,53
Samuel,Perez,AT&T,0.947125,93
Danny,Obrien,T-Mobile,4.253831,50
Scott,Beck,T-Mobile,4.507997,98
Jasmine,Mendoza,Sprint,1.021342,64
Patricia,Floyd,Verizon,5.752198,48
James,Anderson,Sprint,8.918958,41
Molly,Rodriguez,T-Mobile,3.341618,32
Lisa,Ramirez,AT&T,0.907006,55
Zachary,Benson,T-Mobile,5.708929,96
Glenn,Wells,AT&T,7.527671,83
James,Salas,Verizon,4.416481,48
Lisa,King,Verizon,3.854523,32
Joshua,Collins,AT&T,6.901628,63
James,Bailey,AT&T,2.101063,62
Brandon,Nolan,Sprint,2.267392,46
Jessica,Ayala,Sprint,4.99448,69
Sarah,Wagner,AT&T,1.82348,39
Christine,Ramirez,T-Mobile,2.278997,54
Alexandria,Nelson,AT&T,7.510773,66
Felicia,Bradley,Sprint,5.900008,53
William,Alvarez,AT&T,2.731421,20
Carolyn,Howard,AT&T,2.410737,68
Brent,Acosta,Verizon,8.115597,54
Mark,Roy,AT&T,3.938809,95
Lisa,Williams,T-Mobile,0.505226,85
Sheila,Wallace,T-Mobile,3.240496,43
Stephanie,Mahoney,AT&T,7.512166,91
Brandon,Johnson,T-Mobile,1.710916,85
Natalie,Michael,AT&T,8.315953,96
Ashley,Jones,T-Mobile,4.130509,33
Debbie,Garcia,Sprint,6.436868,26
Christopher,Martin,T-Mobile,8.805958,78
Sharon,Franklin,Sprint,3.735403,47
Matthew,Powell,AT&T,1.806272,26
Marcus,Perez,T-Mobile,1.473255,91
Christian,Franklin,Sprint,9.02286,91
James,Owens,AT&T,6.672703,21
Heather,Gay,Sprint,4.977318,97
Keith,Cruz,Sprint,0.603623,32
Marissa,Bishop,Verizon,5.69546,41
Christine,Walters,AT&T,4.848311,63
Benjamin,Baird,T-Mobile,0.606333,25
Jeffery,Mann,AT&T,9.481161,43
Tina,Martinez,T-Mobile,1.56826,81
John,Graham,Sprint,5.658412,30
Nicole,Smith,T-Mobile,8.486164,42
Ashley,Johnson,AT&T,5.179178,99
Trevor,Hampton,Verizon,6.345001,68
Christopher,Berry,Sprint,6.155154,52
Samuel,Callahan,T-Mobile,3.626179,89
Diana,Thompson,AT&T,7.147805,31
John,Torres,Sprint,6.621291,68
Sean,Herman,Sprint,8.710706,57
Jonathan,Hernandez,AT&T,6.50034,28
Amanda,Jefferson,T-Mobile,9.096319,81
David,Williams,T-Mobile,1.426695,50
Vincent,Mccoy,AT&T,1.715826,64
Robert,Bond,Verizon,5.977074,56
Tracy,Harris,AT&T,1.85144,83
Samantha,Ferguson,T-Mobile,1.134456,60
Stephen,Jones,T-Mobile,4.326451,20
Kimberly,Schroeder,Sprint,3.064249,100
Courtney,Curry,Verizon,7.478773,53
Robert,Meadows,AT&T,4.551283,45
Brandon,Garcia,Verizon,9.45629,69
Carl,Proctor,Verizon,5.028689,24
Raymond,Beltran,AT&T,2.964363,85
Adam,Smith,Sprint,3.692977,43
Rebecca,Turner,Sprint,0.884371,70
Sarah,Smith,AT&T,9.944092,57
Melissa,Wilson,T-Mobile,5.292059,98
Lori,Richards,Sprint,4.15864,98
Brian,Baxter,T-Mobile,7.400392,81
Brianna,Nunez,Verizon,4.76277,98
Barbara,Gutierrez,T-Mobile,1.818645,65
Daniel,Robles,AT&T,1.403343,90
Timothy,Caldwell,Verizon,0.991068,75
Alexis,Johnson,T-Mobile,2.690226,79
Alicia,Sanchez,AT&T,8.618698,65
Victor,Morales,AT&T,7.290579,36
William,Jimenez,Verizon,7.006182,66
Kathryn,Ward,Sprint,8.296973,44
Steven,Walton,Verizon,9.025082,91
Robert,Brown,Sprint,1.923689,44
Michael,White,Sprint,7.296983,75
Robert,Wilson,T-Mobile,1.400211,96
Charles,Thompson,Verizon,4.44808,44
Laurie,Lawrence,T-Mobile,6.132185,85
Tyler,White,AT&T,6.582224,76
Jason,Pratt,Sprint,4.108235,89
Daniel,Taylor,T-Mobile,8.162099,18
Jack,Evans,AT&T,1.973291,55
Erica,Patterson,Verizon,7.056736,77
Jeremy,Elliott,Sprint,3.29496,24
Angelica,Hubbard,T-Mobile,4.207873,33
Emily,Mcdaniel,Sprint,7.525069,84
Curtis,Perez,Sprint,0.928598,61
Thomas,Miller,T-Mobile,5.378016,33
Larry,Thompson,Verizon,9.065233,93
Derrick,Martinez,T-Mobile,5.625106,48
Eric,Brown,Verizon,2.026053,63
Angela,Herrera,Sprint,6.291032,85
Jonathan,Gomez,Verizon,4.389753,61
Devin,Kelly,Verizon,0.60409,58
Alison,Thomas,AT&T,5.570553,67
Danielle,Castro,T-Mobile,2.189902,39
Timothy,Johnson,Sprint,6.112883,97
Joshua,Bolton,AT&T,1.794305,87
Caitlin,Cooley,T-Mobile,9.119232,20
Lisa,Turner,Verizon,5.78076,18
Kimberly,Ward,Sprint,1.899435,52
Michael,Little,Verizon,3.150817,51
Gary,Norton,T-Mobile,8.525383,37
April,Nichols,Sprint,3.989814,90
Mary,Dickerson,AT&T,3.918386,45
Robert,Wallace,T-Mobile,0.565097,87
David,Holland,Verizon,9.271896,71
Jordan,Henderson,AT&T,9.981884,96
Robert,Drake,T-Mobile,7.555703,94
Brandi,Gordon,Sprint,4.63587,65
Collin,Jones,T-Mobile,9.96304,23
Kelly,Hardin,Sprint,8.803117,85
Daniel,Garcia,Sprint,7.477545,99
Steven,Richard,Sprint,8.526505,74
Melissa,Bell,AT&T,9.23379,29
Mark,Garcia,Verizon,9.921922,58
Latoya,James,T-Mobile,8.17706,70
Jeffrey,Rangel,AT&T,4.176742,94
Alicia,Chen,Verizon,4.819649,28
Rebecca,Martinez,AT&T,1.614073,31
Trevor,Bryant,AT&T,1.742558,61
Earl,Matthews,Sprint,0.717609,69
Lisa,Clarke,Sprint,6.830841,22
Matthew,Robinson,Sprint,9.936541,65
Edward,Becker,T-Mobile,8.490464,74
Nina,Camacho,Sprint,5.977247,74
Glenn,Wilson,Sprint,8.656155,36
Vickie,Leon,Sprint,7.357056,44
Brian,Villarreal,Verizon,8.837035,22
Christopher,Hartman,T-Mobile,5.731099,31
Timothy,Brown,Sprint,2.045292,27
James,Hunt,Verizon,3.193755,62
Zoe,Stout,AT&T,1.200034,65
Christopher,Green,Sprint,2.24163,81
Susan,Waters,T-Mobile,5.921774,45
Ana,Osborne,AT&T,0.511471,22
Nathan,Perez,Verizon,7.168113,46
Andrew,Jackson,AT&T,1.439628,91
Maria,Martinez,Verizon,4.838301,43
Cameron,Allen,T-Mobile,7.625483,21
Samantha,Huerta,AT&T,2.212502,79
Michael,Lopez,T-Mobile,7.417736,45
Albert,Freeman,Verizon,3.165418,48
Thomas,Yang,Verizon,8.67875,35
Alejandro,Stevens,T-Mobile,4.415526,33
Christopher,Bailey,AT&T,4.15667,75
Tony,Walker,Verizon,2.063315,48
Carolyn,Stone,T-Mobile,5.964347,98
Cindy,Garcia,Verizon,5.223423,28
James,Sosa,Verizon,5.537739,64
Pamela,Preston,T-Mobile,8.647076,85
Timothy,Ramirez,Verizon,5.219898,85
Diana,Lopez,Verizon,6.432859,99
Melissa,Figueroa,Verizon,2.061413,29
James,Bass,Sprint,7.16056,18
Allison,Martinez,AT&T,5.625119,48
Christopher,Stevens,Verizon,9.849788,52
Sandra,Foley,Verizon,2.328596,96
Kayla,Ray,Sprint,3.783607,54
Lindsey,Wall,Sprint,5.024396,61
Scott,Lewis,Sprint,4.486895,99
Emily,Allen,T-Mobile,9.493097,56
Nicole,Miller,T-Mobile,2.536553,52
Daniel,Patterson,Verizon,0.887168,89
Cheryl,Bowen,T-Mobile,4.244449,40
Joshua,Hansen,T-Mobile,3.741474,91
Jennifer,Bryant,T-Mobile,5.30071,87
Kim,Williams,Verizon,6.232444,74
Tiffany,Bowman,Sprint,1.067854,24
Jessica,Johnson,Sprint,5.424316,65
Chad,Jackson,Sprint,4.037622,35
Fred,Haynes,Verizon,1.224225,46
Mark,Schmidt,Verizon,2.240293,92
Carolyn,Washington,Verizon,7.312357,29
Matthew,Lambert,Sprint,1.317642,38
Douglas,Singleton,Sprint,5.786189,74
Patrick,Anderson,Verizon,9.060132,90
Cassandra,Marquez,Verizon,4.669566,83
Brittany,Ferguson,T-Mobile,4.747581,33
Kaylee,Martin,T-Mobile,1.996245,91
Jermaine,Walton,Sprint,3.732232,58
Shannon,Smith,T-Mobile,8.025941,23
Casey,Smith,Verizon,2.42,90
Austin,Johnson,T-Mobile,0.738636,69
Thomas,Williamson,Verizon,8.465585,50
Heidi,Thomas,Sprint,1.155293,55
Maria,Delacruz,AT&T,4.63412,80
Jason,Phillips,Verizon,8.456505,70
Jessica,Knight,AT&T,3.433174,31
Leslie,Heath,Sprint,4.318538,18
