First Name,Last Name,Network Provider,Total Data (GB),Age,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp,City,State,Country,Zip code
Steven,Jensen,T-Mobile,0.738397,27,66.53,237.63,Facebook,2024-03-04 23:42:06,Tiffanychester,Hawaii,Angola,63393
Ashley,Flynn,Verizon,6.402603,78,74.66,116.49,Instagram,2024-05-01 22:26:29,South Alfredmouth,Montana,Malta,98544
Jacob,Patterson,AT&T,5.695202,46,15.3,280.54,TikTok,2024-02-26 13:00:21,Herrerafurt,Nebraska,Djibouti,99207
Maria,Douglas,Sprint,9.28905,42,26.61,246.41,YouTube,2024-03-22 03:33:12,Port Sara,Alaska,Guam,12336
Russell,Le,Verizon,8.477601,52,91.44,288.65,YouTube,2024-04-19 11:43:44,Gonzalesberg,Texas,Gambia,64975
Kathleen,Decker,AT&T,0.511274,54,80.08,299.8,WhatsApp,2024-04-10 11:25:21,Kathrynchester,Alaska,Kenya,20806
Alicia,Green,AT&T,0.720387,64,18.21,498.1,Facebook,2024-05-08 06:46:58,East Jennifer,California,American Samoa,92294
Taylor,Atkins,AT&T,9.623496,65,72.51,344.75,Instagram,2024-01-28 05:54:02,Richardmouth,Tennessee,Italy,55297
Alyssa,Woods,T-Mobile,3.773009,99,4.66,274.62,Facebook,2023-11-29 04:45:33,Gilmorestad,New Jersey,Guinea-Bissau,45723
Jeffrey,Johnson,T-Mobile,1.027541,74,52.59,38.94,Snapchat,2024-02-01 11:53:32,Foleyland,New Hampshire,Liechtenstein,46282
Lisa,Byrd,AT&T,8.434432,92,34.26,418.93,Snapchat,2023-12-31 07:45:26,Costafurt,Pennsylvania,Antigua and Barbuda,20704
Mercedes,Wright,AT&T,0.862942,56,12.73,178.43,WhatsApp,2024-04-24 21:09:08,Jacksonmouth,South Carolina,Faroe Islands,69209
Laura,Russell,AT&T,0.676022,18,89.37,217.59,Snapchat,2024-03-21 23:29:31,Laurenfurt,Wisconsin,Brunei Darussalam,60724
Beverly,West,Verizon,6.312861,92,54.11,487.93,WhatsApp,2023-11-26 01:17:23,Brooksville,Minnesota,Croatia,78472
Ronald,Munoz,Sprint,7.863122,81,27.91,439.37,YouTube,2024-05-13 03:50:27,West Amandaport,Iowa,Greenland,69766
Travis,Reed,Verizon,4.152066,35,32.94,471.0,WhatsApp,2024-02-03 00:47:11,North Benjamin,Alaska,Cambodia,19680
Brian,Brown,AT&T,6.659434,62,84.25,357.61,YouTube,2023-08-21 02:32:04,South Evan,Mississippi,Gambia,19497
Nancy,Chan,Sprint,4.703895,36,86.26,426.5,Snapchat,2023-11-09 00:38:32,West Angelhaven,Washington,Burkina Faso,43636
Tara,Holloway,T-Mobile,4.545344,54,68.32,213.92,Facebook,2023-12-26 11:40:49,Cunninghamchester,Oregon,Antarctica (the territory South of 60 deg S),21191
Samuel,Taylor,Sprint,9.010248,36,65.23,119.09,WhatsApp,2023-06-30 13:20:11,Lake Christy,Wisconsin,Colombia,43033
Colleen,Smith,Sprint,2.20286,25,20.92,485.33,Snapchat,2023-11-08 17:39:54,Johnstonmouth,California,Tonga,10220
Barbara,Weaver,Verizon,4.612046,86,81.03,307.73,Snapchat,2023-12-15 19:33:22,Krystalhaven,North Dakota,Pitcairn Islands,63179
Brittney,Burke,AT&T,1.051103,35,65.46,32.6,Snapchat,2023-11-20 05:12:29,Lake Amandachester,Washington,Bahrain,10119
Stephanie,Baker,Sprint,7.324117,49,88.78,114.12,WhatsApp,2023-12-10 09:12:30,Lake Christinamouth,Arizona,Ecuador,19419
Katrina,Hill,AT&T,8.798509,47,57.56,478.32,WhatsApp,2024-04-18 10:23:30,Alexandramouth,Texas,Iceland,52089
Lindsey,Jennings,T-Mobile,1.135495,31,33.2,46.34,YouTube,2023-12-05 20:45:34,Montoyaburgh,Pennsylvania,Grenada,94732
Christopher,Todd,Sprint,9.318809,100,53.17,405.2,YouTube,2023-08-11 09:40:22,South Michaeltown,Louisiana,Mexico,75105
Shawn,Hill,Sprint,9.135055,81,78.72,367.02,Snapchat,2023-12-21 01:08:27,Lake Candice,North Dakota,Georgia,55558
Alex,Mathis,T-Mobile,8.810386,75,60.32,388.56,Facebook,2024-04-24 02:41:08,New Roberta,Connecticut,Costa Rica,5870
Jerry,Moore,AT&T,8.556403,56,90.64,218.07,Snapchat,2023-07-15 14:11:27,Frankton,Connecticut,Bangladesh,14633
Regina,Smith,AT&T,3.421291,60,73.65,203.03,WhatsApp,2023-10-19 09:53:14,Lake Wendy,Nevada,Bouvet Island (Bouvetoya),47384
George,Hartman,AT&T,8.615294,26,29.03,339.47,TikTok,2023-12-29 01:51:59,Port Andreatown,Iowa,Trinidad and Tobago,65545
Maria,Johnson,Verizon,5.761052,42,27.35,379.95,TikTok,2023-12-13 02:06:23,Robinsonside,South Dakota,Iceland,26123
Ann,Brown,Verizon,4.732546,39,31.44,274.67,Snapchat,2024-03-03 08:36:22,North Shellyshire,Alaska,Azerbaijan,18811
Penny,Baker,Sprint,6.990446,18,26.08,150.08,Twitter,2023-09-20 23:49:43,Roystad,Michigan,Saint Barthelemy,70253
Jennifer,Larsen,Sprint,6.732672,69,70.68,401.44,TikTok,2023-11-24 11:03:06,Smithhaven,Nebraska,Gabon,75984
Brian,Potter,Verizon,6.014381,39,62.45,323.25,Instagram,2023-10-05 11:23:23,Thomasland,North Dakota,Cape Verde,26367
Sarah,Holt,Sprint,2.56766,85,67.24,266.68,YouTube,2024-04-12 22:26:22,Adamside,Texas,Algeria,95006
Edwin,Franklin,Sprint,9.78312,37,47.71,10.49,WhatsApp,2023-08-19 02:36:20,North Emily,New York,United States Virgin Islands,92605
Cory,Crawford,Sprint,7.286371,97,11.01,204.93,Snapchat,2023-07-29 13:08:27,West Kelsey,Minnesota,San Marino,39806
Amber,Savage,AT&T,8.030693,65,85.87,94.03,WhatsApp,2023-09-01 20:31:39,Jonathanstad,New York,Saint Pierre and Miquelon,44129
Marc,Perkins,T-Mobile,8.299304,85,82.42,402.96,Facebook,2024-02-11 10:17:52,Garyberg,Florida,Egypt,33433
James,Burke,T-Mobile,8.778815,70,36.19,484.32,Snapchat,2023-08-31 17:21:29,South Christopherfort,Pennsylvania,Cayman Islands,87586
Joshua,Forbes,T-Mobile,8.561819,69,8.76,62.97,YouTube,2024-02-08 08:54:22,Douglasview,Michigan,Uzbekistan,634
Ruth,Vasquez,Sprint,1.96142,52,19.35,267.98,TikTok,2023-09-27 01:15:50,Amberburgh,Virginia,Cambodia,27153
Nichole,Gonzalez,T-Mobile,7.434996,33,64.12,278.06,TikTok,2023-09-23 03:53:36,Lake Toni,West Virginia,Kenya,20990
Charles,Williams,AT&T,3.979452,29,90.91,419.3,Facebook,2024-02-16 06:32:18,Albertville,Connecticut,Albania,51124
Brian,Hall,Verizon,5.36554,98,17.42,135.74,Instagram,2023-12-03 05:59:31,Kirbyville,Kentucky,Nigeria,77288
Kimberly,Gutierrez,T-Mobile,4.090124,57,63.75,311.68,Snapchat,2023-12-07 13:33:18,Edwardview,Kentucky,Fiji,96963
Lisa,Giles,T-Mobile,7.574177,23,47.02,332.74,Facebook,2024-03-14 17:52:13,East Jaimeton,Tennessee,Germany,61783
Victor,Salazar,AT&T,3.781556,75,16.41,193.89,Snapchat,2024-04-11 00:54:57,Kirbychester,New York,Madagascar,35664
Heather,James,Verizon,3.688843,80,10.44,496.23,Snapchat,2023-11-10 09:26:21,Elizabethhaven,Idaho,Brazil,15457
Ronald,Hamilton,T-Mobile,8.531153,90,93.34,164.69,Twitter,2024-04-05 10:44:59,Richtown,Arkansas,Serbia,31892
Tyler,Grant,Verizon,9.831082,29,8.89,110.37,TikTok,2023-12-08 07:46:59,Edwardtown,South Dakota,Equatorial Guinea,89261
Caitlin,Bryant,AT&T,2.343122,85,30.41,319.22,Instagram,2023-06-27 01:35:03,Brooksmouth,Maryland,Cambodia,18646
Amy,Coleman,Sprint,3.059454,96,71.18,429.03,Twitter,2023-08-31 05:23:49,Lake Annfurt,Wisconsin,Spain,82876
Lisa,Roth,T-Mobile,4.61556,99,52.83,7.94,TikTok,2023-10-27 15:00:12,West Krystaltown,Montana,Guinea-Bissau,75878
David,Jackson,Sprint,9.734503,93,73.54,189.92,TikTok,2024-05-27 07:23:20,Jessicaview,Virginia,Sri Lanka,12828
Courtney,Fuentes,Verizon,8.480578,88,49.85,346.99,Facebook,2023-12-26 20:19:48,Port Margaretside,Alaska,Brazil,50748
Jim,Jenkins,Sprint,3.502468,76,29.31,300.28,Snapchat,2024-04-12 18:00:03,Greenchester,Alabama,Guinea-Bissau,53071
Shawn,Watson,Sprint,7.304875,85,77.52,237.94,Snapchat,2024-05-09 19:32:37,Bowersburgh,New York,Mayotte,29981
Trevor,Tran,T-Mobile,5.138007,33,19.77,129.65,WhatsApp,2023-08-13 00:21:53,Danielmouth,Montana,Sierra Leone,37475
Manuel,Dixon,T-Mobile,4.047835,67,88.65,118.7,Instagram,2024-04-07 13:27:20,Samuelfurt,Michigan,Sierra Leone,3733
Erica,Barron,T-Mobile,5.603625,48,48.15,468.95,Twitter,2023-06-14 06:25:07,Darleneberg,Virginia,Turkmenistan,29791
Carrie,Campbell,Sprint,7.294053,87,32.48,255.04,Facebook,2024-01-15 17:11:18,New Brettstad,Illinois,Holy See (Vatican City State),73797
Victor,Wilson,T-Mobile,5.66975,93,69.39,14.93,Twitter,2023-08-04 00:27:45,South Seanmouth,Alaska,Papua New Guinea,42571
Malik,Miller,AT&T,8.601969,38,78.82,239.43,TikTok,2023-09-13 12:17:13,Edwardsmouth,Delaware,Sao Tome and Principe,93330
Denise,Smith,Verizon,1.774853,37,21.03,76.17,WhatsApp,2023-08-31 06:26:37,North Mollyfort,Alaska,Jersey,59627
Phillip,Walker,Verizon,3.59828,51,58.19,480.1,YouTube,2024-01-21 00:14:09,Port Ashley,Nebraska,American Samoa,20686
Christopher,Crosby,Sprint,3.563452,46,43.95,488.43,Instagram,2023-07-26 03:54:55,Lake Michaeltown,Nevada,Greece,62373
Tim,Deleon,AT&T,9.123972,92,89.21,72.34,Facebook,2023-12-25 22:54:14,Lake Isaac,Pennsylvania,Zimbabwe,7276
Sydney,Anderson,T-Mobile,1.149774,37,92.71,240.19,TikTok,2024-01-20 08:27:15,Robertoland,Alaska,Lao People's Democratic Republic,27313
Michael,Gibson,Verizon,3.611659,53,69.09,385.85,TikTok,2024-05-23 22:22:27,East Dennisport,North Carolina,Georgia,86638
Michelle,Scott,T-Mobile,8.067856,23,15.69,201.89,Twitter,2023-09-17 16:23:36,New Joshuaburgh,Alaska,American Samoa,82941
Stephanie,Guzman,Verizon,3.137299,73,9.31,55.23,Snapchat,2023-07-02 13:56:52,New Barbara,Ohio,Mali,72207
Tracy,Parks,AT&T,2.658848,25,6.48,301.76,TikTok,2024-02-20 05:32:02,Meganhaven,Wyoming,Turks and Caicos Islands,21009
Ryan,Stone,AT&T,2.422966,68,46.57,429.2,WhatsApp,2024-05-13 19:19:37,Christopherfort,Rhode Island,Kazakhstan,12307
Amy,Nelson,T-Mobile,8.774955,65,53.56,101.45,Twitter,2024-01-29 21:04:55,Port Brandymouth,Colorado,Saint Martin,89514
Crystal,Montoya,T-Mobile,3.864831,50,28.13,304.81,TikTok,2023-11-14 04:04:50,North Bethside,Oklahoma,Denmark,90963
Courtney,White,AT&T,9.910584,67,48.8,199.5,Instagram,2024-04-28 00:16:33,Smithburgh,Ohio,Comoros,86941
Eric,Terry,T-Mobile,3.723862,68,93.24,474.58,TikTok,2024-04-10 08:41:20,Lake Charlesview,Utah,Tunisia,20057
Kyle,Holmes,T-Mobile,7.6497,45,30.25,396.4,Facebook,2024-04-18 03:43:19,South Christopher,Maine,Svalbard & Jan Mayen Islands,67156
Laura,Frost,Verizon,8.24899,56,71.93,74.95,YouTube,2023-10-30 08:08:59,North Kennethmouth,Wyoming,Jordan,48663
Keith,Schultz,Verizon,7.643045,84,37.6,133.04,Snapchat,2023-10-01 13:43:10,New Janice,Arkansas,Syrian Arab Republic,50000
Angela,Moreno,Sprint,1.068357,23,76.26,402.49,Facebook,2023-10-03 16:13:57,East Jillberg,Indiana,Lithuania,7616
Gary,Hudson,T-Mobile,8.836861,59,29.71,94.13,WhatsApp,2023-07-04 06:27:08,Andersonside,Missouri,Ecuador,87009
Jason,Campbell,Sprint,7.255731,58,25.36,355.75,TikTok,2023-06-02 13:58:29,Browntown,Mississippi,Japan,55444
Danielle,Harris,AT&T,1.672603,46,16.1,273.81,Twitter,2023-08-20 14:37:42,Port Kimberlyborough,Florida,Honduras,29444
James,Stephens,Verizon,9.956297,88,94.82,2.56,TikTok,2023-06-19 13:47:51,Port Brandon,Kansas,Saint Barthelemy,81835
Janet,Palmer,T-Mobile,6.187995,91,68.91,176.87,Twitter,2023-08-28 23:53:24,North Adamchester,North Dakota,Ukraine,74224
Kevin,Baker,T-Mobile,5.313841,47,42.72,275.97,WhatsApp,2024-01-07 12:33:03,Waynetown,Delaware,Pitcairn Islands,17714
Nancy,Reeves,T-Mobile,8.588837,38,77.86,320.18,WhatsApp,2023-12-24 19:50:18,Justinton,Montana,Botswana,53876
James,Barnes,Verizon,3.832767,31,54.55,301.04,Twitter,2023-06-17 15:40:36,Lake Jenniferhaven,Wyoming,Wallis and Futuna,56361
Toni,Nelson,Sprint,2.949511,22,44.61,59.54,WhatsApp,2023-12-13 12:39:03,South Michael,Virginia,Bosnia and Herzegovina,1875
Kimberly,Smith,AT&T,2.142729,29,76.62,278.47,Snapchat,2023-12-31 15:12:48,Melindaland,Virginia,Iceland,7393
Tammy,Gardner,Sprint,2.360297,94,7.09,58.06,YouTube,2024-01-04 10:13:38,Jenniferville,Oklahoma,Eritrea,31927
Gabriel,Baker,Sprint,8.259767,45,35.98,300.62,TikTok,2023-05-29 21:31:47,Catherineborough,Utah,Dominican Republic,98175
Brittany,Rodriguez,Verizon,2.514795,29,67.61,243.37,Facebook,2023-08-16 16:47:59,Lake Tammy,Colorado,Portugal,22932
Karen,Willis,T-Mobile,5.123689,77,72.22,69.86,TikTok,2023-12-03 13:15:55,Tinachester,Arkansas,Dominican Republic,13592
Diana,Wilson,Verizon,7.07247,71,10.03,199.0,Snapchat,2023-07-11 04:44:17,Christopherside,Ohio,Slovakia (Slovak Republic),92212
Whitney,Martinez,T-Mobile,9.105277,91,12.14,307.04,Facebook,2023-09-21 11:25:56,Jenniferburgh,Idaho,Jamaica,80314
Logan,Gibson,Verizon,8.115108,89,60.24,191.8,Facebook,2023-12-23 09:54:57,Lake Bonniebury,Rhode Island,Mayotte,6154
Sheila,Garcia,Verizon,9.6663,75,2.89,276.27,Facebook,2023-10-06 00:06:40,West Madelinebury,Wyoming,Cambodia,59074
Shane,Alvarado,Verizon,1.558922,76,95.76,43.3,Facebook,2024-04-23 22:59:43,Port Susan,Nebraska,Bahamas,98675
Darlene,Coleman,Sprint,3.72711,67,92.9,391.34,TikTok,2023-09-02 10:48:46,Lake Anna,Texas,Uzbekistan,10317
Justin,Hernandez,AT&T,6.165161,55,71.7,288.21,TikTok,2024-01-14 02:12:21,West Steven,South Dakota,Saint Vincent and the Grenadines,48476
Crystal,Sanchez,Sprint,6.249137,92,21.72,38.58,Twitter,2023-08-16 08:07:16,Vaughnside,Louisiana,San Marino,12921
Kelly,Morales,T-Mobile,9.68766,71,18.02,50.83,Snapchat,2023-11-30 11:08:50,West Amber,Minnesota,Netherlands,30738
Alexander,Ray,T-Mobile,7.514579,97,98.12,394.69,Twitter,2024-05-10 21:02:35,Mcguiremouth,Vermont,Equatorial Guinea,45378
Jerry,Brown,AT&T,8.879976,26,43.39,24.76,Snapchat,2023-11-30 12:10:23,Haileyborough,Connecticut,Tunisia,50509
Brenda,Weaver,Sprint,4.347139,21,23.22,247.25,YouTube,2023-09-11 03:27:08,New Andreaborough,Mississippi,Christmas Island,16671
Amanda,Leonard,Verizon,4.807426,60,18.2,95.01,Instagram,2023-06-16 10:38:57,Kennethmouth,New Mexico,Samoa,34418
Anna,Lopez,T-Mobile,5.130588,86,76.48,188.07,WhatsApp,2023-09-08 22:46:31,West Jennyville,Illinois,Bouvet Island (Bouvetoya),54199
Kim,Moore,T-Mobile,6.940438,41,23.89,376.46,TikTok,2024-03-12 04:03:24,South Christinashire,Louisiana,Central African Republic,92325
Erik,Smith,AT&T,6.760664,94,37.96,286.52,Facebook,2024-01-11 21:05:08,West Joshua,West Virginia,Hungary,26601
Johnathan,Nelson,AT&T,1.377512,56,18.44,402.05,TikTok,2023-07-14 23:42:55,North Keith,Alabama,Georgia,68431
Linda,Morrison,Sprint,1.484363,88,57.7,185.91,Snapchat,2023-07-27 09:29:17,New Julieside,Wisconsin,Reunion,53455
Amanda,Grimes,Sprint,1.33625,65,74.79,475.18,Instagram,2023-06-18 23:42:08,Jonathanchester,Colorado,Mali,84915
Anna,Carlson,Verizon,1.450649,44,75.39,376.2,Instagram,2023-08-28 00:49:07,East Jessicaberg,Alabama,Bosnia and Herzegovina,89205
Tammy,Shelton,T-Mobile,0.931417,100,37.2,58.64,Instagram,2023-11-25 22:53:17,Patrickshire,Virginia,Poland,16067
Scott,Sanchez,Sprint,0.753792,57,69.8,373.57,Facebook,2023-08-10 17:38:55,Randyfort,North Dakota,Vietnam,25590
Dustin,Nelson,AT&T,7.102514,26,39.53,200.92,YouTube,2024-03-07 18:26:09,Johnsonfurt,Delaware,Malta,82591
Vincent,Rodriguez,AT&T,1.779727,82,42.36,272.11,Twitter,2024-04-03 15:24:48,East Joshua,Louisiana,Gibraltar,65220
Arthur,Garcia,T-Mobile,9.977365,96,6.58,30.86,Twitter,2024-02-13 02:44:14,West Jasmineborough,Maine,Sri Lanka,51462
Jessica,Mullins,T-Mobile,4.508317,41,30.44,60.46,Snapchat,2024-05-05 01:04:36,Samanthastad,North Dakota,Nepal,55852
Randy,Barnett,T-Mobile,8.279242,83,16.11,12.39,Instagram,2023-07-13 03:45:30,Garciashire,Tennessee,Nicaragua,37965
Linda,Petersen,Verizon,9.6261,26,33.21,188.08,Twitter,2023-08-06 02:45:16,New Kevin,Alaska,Norway,28340
Craig,Johnson,Verizon,1.726062,65,79.84,41.5,YouTube,2023-06-03 12:25:56,Dixonview,Vermont,Gabon,19907
Kari,Crawford,Sprint,9.575428,45,32.64,220.23,Snapchat,2023-05-31 11:29:53,East Ethanborough,Mississippi,Bhutan,9839
Paige,Sims,AT&T,3.721997,52,89.22,208.84,YouTube,2024-02-03 19:56:25,North Robert,North Carolina,India,83543
Miguel,Gray,AT&T,2.425356,52,93.57,346.44,YouTube,2024-02-25 19:57:16,Port Brian,Hawaii,Lebanon,15614
Michael,Roberts,Verizon,3.273591,87,46.44,93.89,YouTube,2023-09-05 00:27:03,West Laurieside,Alabama,North Macedonia,15436
Dean,Cruz,Sprint,8.68053,66,6.99,148.12,Twitter,2024-02-22 00:25:45,Robinburgh,Minnesota,Mexico,22061
Suzanne,Cline,Sprint,8.769958,27,69.03,475.59,WhatsApp,2024-01-03 15:54:29,Port Tonyaside,Michigan,Malaysia,66517
Stephanie,Walker,Verizon,3.077728,39,95.28,78.07,Facebook,2024-04-23 13:04:30,Toddfurt,Illinois,Jersey,79514
Leslie,Taylor,Sprint,8.857125,89,27.24,286.34,TikTok,2023-10-25 17:15:13,Port Nicole,Nebraska,Nauru,26309
Andrew,Cruz,T-Mobile,8.865163,46,98.45,51.53,WhatsApp,2023-07-29 01:18:05,South Melissaberg,Tennessee,Antigua and Barbuda,9351
Brittany,Mcclain,Verizon,8.419025,36,67.55,285.2,Snapchat,2023-10-28 12:20:28,New Jasonfurt,Iowa,Chile,88344
Natalie,May,Sprint,7.744793,85,46.34,246.35,Instagram,2023-12-04 21:44:24,West Stephaniefort,Minnesota,Mali,62948
Grace,Marsh,T-Mobile,2.48889,85,12.81,489.26,YouTube,2023-06-25 11:45:35,East Michaelfurt,Vermont,Canada,31658
Elizabeth,Nguyen,T-Mobile,0.995307,23,41.11,146.35,Instagram,2024-04-24 02:34:37,New Jessicastad,West Virginia,United States Virgin Islands,51098
Catherine,Reid,Sprint,1.049654,87,10.39,348.02,WhatsApp,2023-08-10 05:34:42,Hollandshire,Mississippi,Timor-Leste,35259
Kirk,Bennett,AT&T,7.413135,76,44.54,29.84,Twitter,2024-05-13 19:43:33,Karaborough,Oklahoma,Serbia,17285
Max,White,Sprint,8.391203,19,35.32,374.24,YouTube,2023-08-29 07:21:45,Port Scott,Hawaii,Madagascar,83634
Maria,Young,Verizon,4.1495,35,2.44,445.05,TikTok,2023-06-30 03:11:23,Lake Julie,Michigan,Kenya,50285
Edward,Rogers,Sprint,5.646846,22,73.69,380.94,Snapchat,2023-08-27 15:50:35,Hayleychester,New Jersey,Cocos (Keeling) Islands,22886
Olivia,Rodriguez,Sprint,6.952671,60,70.45,210.22,Facebook,2024-03-07 20:35:28,Jamesborough,Connecticut,Holy See (Vatican City State),78828
Sharon,Barber,AT&T,7.845113,68,75.05,29.17,Instagram,2023-12-23 00:01:53,Arroyoview,Maryland,Singapore,60068
Sabrina,Chen,AT&T,5.541007,60,16.0,384.08,Instagram,2024-01-01 17:34:35,Timothyport,Michigan,Tanzania,44013
Eric,Lawson,Sprint,5.558372,73,75.17,469.35,YouTube,2023-10-07 21:51:30,South Amber,Vermont,Andorra,27655
Andrea,Cohen,T-Mobile,4.96749,87,28.01,330.98,Instagram,2023-11-23 09:54:00,Andersonburgh,New Jersey,Syrian Arab Republic,66197
Marissa,Morgan,T-Mobile,1.631599,79,50.77,7.24,Instagram,2023-10-22 11:06:25,East Kevin,North Carolina,Macao,57663
Nicole,Hawkins,AT&T,2.159058,27,88.88,58.18,YouTube,2023-11-05 19:22:52,Sullivanstad,Vermont,Hong Kong,47260
Jamie,Contreras,Sprint,9.400654,18,58.44,93.58,Instagram,2024-04-15 12:51:25,North Alexanderside,Rhode Island,Bulgaria,23467
Terri,Ochoa,T-Mobile,0.791624,22,18.48,48.68,WhatsApp,2024-05-25 02:21:43,Kristenville,Oregon,Brazil,65683
Danielle,Hooper,Verizon,6.866053,86,66.9,195.21,Twitter,2023-12-11 13:09:47,Hallburgh,Minnesota,Bahrain,95337
Clayton,Sanchez,AT&T,9.973184,35,97.79,47.6,Instagram,2024-05-08 20:34:14,Dustinborough,Virginia,Martinique,43235
Gerald,Woods,Sprint,2.203284,48,41.63,150.46,YouTube,2023-08-14 09:28:55,Adamstad,Utah,Gambia,72354
Gavin,Lester,AT&T,1.657278,50,17.26,435.82,YouTube,2023-07-20 05:14:35,Davidtown,Nebraska,Benin,13397
Maria,Hess,Verizon,2.340852,64,28.85,143.0,Twitter,2023-12-11 18:54:47,Sheilashire,New Hampshire,Dominica,46703
Whitney,Espinoza,Verizon,4.259949,62,80.04,387.2,Facebook,2023-12-31 13:48:36,North Derekberg,Vermont,Saint Pierre and Miquelon,33181
Audrey,Wilson,AT&T,5.13562,80,59.88,97.72,Facebook,2024-04-17 15:57:51,Shortmouth,Oklahoma,Croatia,53798
Brandi,Blevins,Verizon,5.733234,50,13.17,243.14,WhatsApp,2023-09-26 14:18:55,Richardsonmouth,Maine,Kenya,79496
Mitchell,Hendrix,AT&T,9.228334,94,36.71,447.14,Facebook,2023-11-23 16:22:45,East Jeremy,Montana,Dominican Republic,12315
Julie,Blake,Sprint,1.730624,46,82.43,394.41,WhatsApp,2023-11-03 02:38:00,Allenbury,Ohio,Martinique,61642
Donald,Nunez,AT&T,1.547558,86,21.78,57.39,Twitter,2023-07-30 22:12:43,Glennchester,Idaho,Cyprus,91961
Emily,Shaw,T-Mobile,5.688835,66,41.58,63.66,TikTok,2023-09-11 18:47:54,Melissaborough,Kentucky,New Zealand,82149
David,Stevenson,Sprint,9.276203,99,54.77,284.67,TikTok,2023-09-30 22:29:03,Markburgh,Wisconsin,Japan,69642
Taylor,Glass,AT&T,8.992631,32,39.16,445.41,Instagram,2023-12-28 09:21:09,South Kara,New Hampshire,Kiribati,23955
Sarah,Santiago,Verizon,3.74107,35,30.21,323.29,Twitter,2023-06-03 14:09:07,Walkermouth,North Carolina,Mauritius,39383
Shelly,Christensen,Sprint,5.626941,23,12.16,380.84,Twitter,2023-07-13 10:22:04,South Edward,South Carolina,Belarus,14763
Raymond,Ross,T-Mobile,2.630431,43,59.91,290.06,TikTok,2024-04-22 14:04:03,Port Austinmouth,Oregon,French Southern Territories,99563
Timothy,Peters,Verizon,1.387853,25,91.05,301.39,TikTok,2024-01-16 23:20:19,Michaelville,Delaware,Israel,22534
Trevor,Fowler,Verizon,4.809285,49,18.06,42.62,Instagram,2024-03-14 23:32:26,Ruizborough,Virginia,Netherlands,92492
Susan,Lawson,T-Mobile,3.044211,62,25.89,270.18,TikTok,2024-01-29 23:54:12,Lake Davidport,Vermont,Peru,24128
Carol,Martinez,Sprint,1.722881,26,43.42,491.48,Facebook,2024-01-30 12:18:56,Lake Nicole,Delaware,Finland,39516
Stanley,Jones,T-Mobile,7.564402,39,71.57,189.89,Facebook,2024-04-04 21:46:56,Lake Alison,Vermont,Afghanistan,85571
Dustin,Stanley,Sprint,8.634994,50,16.7,330.29,Twitter,2024-03-26 13:25:35,Blackwellport,Georgia,Macao,10753
John,French,T-Mobile,1.182703,81,38.73,34.48,TikTok,2023-06-12 23:41:41,Ryanshire,Georgia,Russian Federation,10218
Patricia,Lawson,AT&T,1.688367,95,81.07,477.17,WhatsApp,2023-06-01 06:03:40,Leeland,North Carolina,Indonesia,41024
Katherine,Monroe,T-Mobile,9.154344,26,42.17,447.92,Twitter,2023-11-22 21:03:02,Andrechester,New Mexico,Russian Federation,60267
Ashley,Brock,AT&T,6.302163,87,18.48,271.04,Twitter,2024-04-12 23:25:20,Reginaland,Connecticut,Sweden,26148
Erica,Gutierrez,T-Mobile,4.718216,73,70.81,114.16,TikTok,2023-09-10 07:30:15,Davidshire,Kentucky,Haiti,52188
Andrew,Haynes,Sprint,2.458192,40,40.58,41.38,WhatsApp,2024-02-10 23:01:12,East Jeffrey,North Carolina,Iraq,51398
Dana,Ramirez,AT&T,2.977101,64,20.56,104.01,WhatsApp,2023-07-16 09:05:52,Erinburgh,Maryland,Malawi,94069
Jonathan,Hale,Verizon,9.50406,75,14.84,334.37,Instagram,2023-08-14 12:19:13,Phillipsland,Kansas,Comoros,72905
Vanessa,Knight,Verizon,7.94302,27,18.71,245.13,Facebook,2023-08-18 15:16:53,Mitchellfort,Alabama,Lithuania,57802
John,Haynes,T-Mobile,5.828135,69,19.47,375.32,Instagram,2024-03-06 03:03:12,Cynthiaburgh,Montana,Cote d'Ivoire,53643
Kendra,Norton,AT&T,2.562796,66,6.71,109.28,WhatsApp,2023-08-30 03:43:27,Lake Williamburgh,South Carolina,Myanmar,40706
Sean,Rose,Sprint,8.87778,54,90.46,1.97,TikTok,2024-01-25 19:43:23,North Christophertown,California,French Southern Territories,11492
Matthew,Riddle,AT&T,9.178196,70,92.54,162.26,YouTube,2023-07-08 13:31:54,West Robert,Minnesota,Jamaica,2281
Heidi,Brown,AT&T,0.764085,97,8.69,338.43,YouTube,2024-01-05 13:40:14,Brittanyborough,Connecticut,Sri Lanka,52736
Jackie,Nguyen,Verizon,9.021699,66,49.43,3.9,WhatsApp,2024-04-19 10:31:38,Harrybury,Hawaii,Saudi Arabia,67252
Kevin,Cameron,T-Mobile,9.74647,44,42.08,349.82,Facebook,2023-06-03 20:56:51,North Kristinetown,Utah,Mozambique,31033
Michelle,Bates,Verizon,6.500026,43,86.58,86.2,TikTok,2024-04-30 17:02:07,Lake Jerome,Colorado,Greenland,8128
Vincent,Cisneros,T-Mobile,3.527928,34,48.45,234.88,YouTube,2023-11-01 08:49:24,Trevorport,Montana,Barbados,29686
Stacey,Harmon,Verizon,2.751592,37,44.35,101.95,Snapchat,2024-03-25 18:47:53,Ethanhaven,North Carolina,Armenia,65262
